chip_id,scenario,fail_proba,suitable_proba,approve,truly_deployable
CHIP_00912,high_frequency_computing,0.018,0.0,0,0
CHIP_00913,high_frequency_computing,0.004,0.0,0,0
CHIP_00914,high_frequency_computing,0.026,1.0,0,1
CHIP_00915,high_frequency_computing,0.013,1.0,1,1
CHIP_00916,high_frequency_computing,0.023,1.0,0,1
CHIP_00917,high_frequency_computing,0.062,1.0,0,1
CHIP_00918,high_frequency_computing,0.012,0.997,1,1
CHIP_00919,high_frequency_computing,0.007,0.0,0,0
CHIP_00920,high_frequency_computing,0.005,0.0,0,0
CHIP_00921,high_frequency_computing,0.004,0.0,0,0
CHIP_00922,high_frequency_computing,0.003,0.0,0,0
CHIP_00923,high_frequency_computing,0.007,0.0,0,0
CHIP_00924,high_frequency_computing,0.005,0.0,0,0
CHIP_00925,high_frequency_computing,0.024,1.0,0,1
CHIP_00926,high_frequency_computing,0.007,0.0,0,0
CHIP_00927,high_frequency_computing,0.004,0.0,0,0
CHIP_00928,high_frequency_computing,0.008,0.0,0,0
CHIP_00929,high_frequency_computing,0.818,0.0,0,0
CHIP_00930,high_frequency_computing,0.018,0.0,0,0
CHIP_00931,high_frequency_computing,0.011,1.0,1,0
CHIP_00932,high_frequency_computing,0.013,1.0,1,1
CHIP_00933,high_frequency_computing,0.014,1.0,1,1
CHIP_00934,high_frequency_computing,0.427,0.65,0,1
CHIP_00935,high_frequency_computing,0.011,0.778,0,0
CHIP_00936,high_frequency_computing,0.003,0.0,0,0
CHIP_00937,high_frequency_computing,0.004,0.0,0,0
CHIP_00938,high_frequency_computing,0.029,1.0,0,1
CHIP_00939,high_frequency_computing,0.009,1.0,1,1
CHIP_00940,high_frequency_computing,0.005,0.0,0,0
CHIP_00941,high_frequency_computing,0.023,1.0,0,1
CHIP_00942,high_frequency_computing,0.866,1.0,0,0
CHIP_00943,high_frequency_computing,0.481,1.0,0,1
CHIP_00944,high_frequency_computing,0.005,0.0,0,0
CHIP_00945,high_frequency_computing,0.01,0.0,0,0
CHIP_00946,high_frequency_computing,0.003,1.0,1,1
CHIP_00947,high_frequency_computing,0.014,0.0,0,0
CHIP_00948,high_frequency_computing,0.026,1.0,0,1
CHIP_00949,high_frequency_computing,0.089,0.0,0,0
CHIP_00950,high_frequency_computing,0.009,0.0,0,0
CHIP_00951,high_frequency_computing,0.009,0.0,0,0
CHIP_00952,high_frequency_computing,0.198,0.0,0,0
CHIP_00953,high_frequency_computing,0.002,0.0,0,0
CHIP_00954,high_frequency_computing,0.004,0.0,0,0
CHIP_00955,high_frequency_computing,0.01,1.0,1,1
CHIP_00956,high_frequency_computing,0.004,0.0,0,0
CHIP_00957,high_frequency_computing,0.016,1.0,1,1
CHIP_00958,high_frequency_computing,0.006,0.001,0,0
CHIP_00959,high_frequency_computing,0.019,1.0,1,1
CHIP_00960,high_frequency_computing,0.045,1.0,0,1
CHIP_00961,high_frequency_computing,0.003,0.0,0,0
CHIP_00962,high_frequency_computing,0.007,0.0,0,0
CHIP_00963,high_frequency_computing,0.005,0.878,0,0
CHIP_00964,high_frequency_computing,0.669,0.001,0,0
CHIP_00965,high_frequency_computing,0.628,0.0,0,0
CHIP_00966,high_frequency_computing,0.006,0.0,0,0
CHIP_00967,high_frequency_computing,0.018,0.0,0,0
CHIP_00968,high_frequency_computing,0.012,0.874,0,0
CHIP_00969,high_frequency_computing,0.023,0.398,0,0
CHIP_00970,high_frequency_computing,0.024,0.0,0,0
CHIP_00971,high_frequency_computing,0.004,0.0,0,0
CHIP_00972,high_frequency_computing,0.003,0.0,0,0
CHIP_00973,high_frequency_computing,0.928,1.0,0,0
CHIP_00974,high_frequency_computing,0.006,0.0,0,0
CHIP_00975,high_frequency_computing,0.004,0.0,0,0
CHIP_00976,high_frequency_computing,0.016,1.0,1,1
CHIP_00977,high_frequency_computing,0.984,0.0,0,0
CHIP_00978,high_frequency_computing,0.005,0.0,0,0
CHIP_00979,high_frequency_computing,0.024,1.0,0,1
CHIP_00980,high_frequency_computing,0.007,0.0,0,0
CHIP_00981,high_frequency_computing,0.039,0.0,0,0
CHIP_00982,high_frequency_computing,0.005,0.0,0,0
CHIP_00983,high_frequency_computing,0.06,0.984,0,1
CHIP_00984,high_frequency_computing,0.991,1.0,0,0
CHIP_00985,high_frequency_computing,0.005,0.0,0,0
CHIP_00986,high_frequency_computing,0.004,0.0,0,0
CHIP_00987,high_frequency_computing,0.926,1.0,0,0
CHIP_00988,high_frequency_computing,0.016,0.0,0,0
CHIP_00989,high_frequency_computing,0.003,0.0,0,0
CHIP_00990,high_frequency_computing,0.979,1.0,0,0
CHIP_00991,high_frequency_computing,0.019,1.0,1,1
CHIP_00992,high_frequency_computing,0.558,1.0,0,0
CHIP_00993,high_frequency_computing,0.023,1.0,0,1
CHIP_00994,high_frequency_computing,0.01,0.0,0,0
CHIP_00995,high_frequency_computing,0.115,1.0,0,1
CHIP_00996,high_frequency_computing,0.758,1.0,0,0
CHIP_00997,high_frequency_computing,0.037,1.0,0,1
CHIP_00998,high_frequency_computing,0.996,0.0,0,0
CHIP_00999,high_frequency_computing,0.02,1.0,1,1
CHIP_00000,power_efficient_device,0.014,0.095,0,0
CHIP_00001,power_efficient_device,0.007,0.0,0,0
CHIP_00002,power_efficient_device,0.011,0.0,0,0
CHIP_00003,power_efficient_device,0.007,0.979,1,1
CHIP_00004,power_efficient_device,0.005,1.0,1,1
CHIP_00005,power_efficient_device,0.005,0.0,0,0
CHIP_00006,power_efficient_device,0.006,0.999,1,1
CHIP_00007,power_efficient_device,0.03,0.0,0,0
CHIP_00008,power_efficient_device,0.004,0.002,0,0
CHIP_00009,power_efficient_device,0.01,0.619,0,1
CHIP_00010,power_efficient_device,0.064,0.0,0,0
CHIP_00011,power_efficient_device,0.015,0.0,0,0
CHIP_00012,power_efficient_device,0.005,0.995,1,1
CHIP_00013,power_efficient_device,0.837,0.0,0,0
CHIP_00014,power_efficient_device,0.029,0.302,0,0
CHIP_00015,power_efficient_device,0.009,0.001,0,0
CHIP_00016,power_efficient_device,0.007,0.0,0,0
CHIP_00017,power_efficient_device,0.049,0.999,0,1
CHIP_00018,power_efficient_device,0.262,0.001,0,0
CHIP_00019,power_efficient_device,0.003,0.0,0,0
CHIP_00020,power_efficient_device,0.006,0.992,1,1
CHIP_00021,power_efficient_device,0.006,1.0,1,1
CHIP_00022,power_efficient_device,0.008,0.999,1,1
CHIP_00023,power_efficient_device,0.008,0.0,0,0
CHIP_00024,power_efficient_device,0.004,0.0,0,0
CHIP_00025,power_efficient_device,0.003,0.003,0,0
CHIP_00026,power_efficient_device,0.409,0.0,0,0
CHIP_00027,power_efficient_device,0.003,0.0,0,0
CHIP_00028,power_efficient_device,0.995,0.023,0,0
CHIP_00029,power_efficient_device,0.003,0.012,0,0
CHIP_00030,power_efficient_device,0.018,0.0,0,0
CHIP_00031,power_efficient_device,0.003,0.0,0,0
CHIP_00032,power_efficient_device,0.004,0.0,0,0
CHIP_00033,power_efficient_device,0.003,0.002,0,0
CHIP_00034,power_efficient_device,0.019,0.0,0,0
CHIP_00035,power_efficient_device,0.026,0.0,0,0
CHIP_00036,power_efficient_device,0.99,0.989,0,0
CHIP_00037,power_efficient_device,0.036,1.0,0,1
CHIP_00038,power_efficient_device,0.01,0.622,0,1
CHIP_00039,power_efficient_device,0.037,0.0,0,0
CHIP_00040,power_efficient_device,0.33,0.0,0,0
CHIP_00041,power_efficient_device,0.006,0.0,0,0
CHIP_00042,power_efficient_device,0.006,0.003,0,0
CHIP_00043,power_efficient_device,0.995,0.003,0,0
CHIP_00044,power_efficient_device,0.004,0.0,0,0
CHIP_00045,power_efficient_device,0.99,0.0,0,0
CHIP_00046,power_efficient_device,0.011,1.0,1,1
CHIP_00047,power_efficient_device,0.004,0.0,0,0
CHIP_00048,power_efficient_device,0.638,0.0,0,0
CHIP_00049,power_efficient_device,0.01,0.0,0,0
CHIP_00050,power_efficient_device,0.011,0.0,0,0
CHIP_00051,power_efficient_device,0.192,0.0,0,0
CHIP_00052,power_efficient_device,0.02,0.992,1,1
CHIP_00053,power_efficient_device,0.004,0.006,0,0
CHIP_00054,power_efficient_device,0.005,0.999,1,1
CHIP_00055,power_efficient_device,0.003,0.009,0,0
CHIP_00056,power_efficient_device,0.004,1.0,1,1
CHIP_00057,power_efficient_device,0.019,0.0,0,0
CHIP_00058,power_efficient_device,0.004,0.0,0,0
CHIP_00059,power_efficient_device,0.01,0.0,0,0
CHIP_00060,power_efficient_device,0.993,0.004,0,0
CHIP_00061,power_efficient_device,0.004,0.952,0,1
CHIP_00062,power_efficient_device,0.023,0.999,0,1
CHIP_00063,power_efficient_device,0.578,0.951,0,0
CHIP_00064,power_efficient_device,0.006,0.007,0,0
CHIP_00065,power_efficient_device,0.877,0.0,0,0
CHIP_00066,power_efficient_device,0.003,0.0,0,0
CHIP_00067,power_efficient_device,0.005,0.639,0,1
CHIP_00068,power_efficient_device,0.017,0.0,0,0
CHIP_00069,power_efficient_device,0.003,1.0,1,1
CHIP_00070,power_efficient_device,0.004,1.0,1,1
CHIP_00071,power_efficient_device,0.006,0.995,1,1
CHIP_00072,power_efficient_device,0.005,1.0,1,1
CHIP_00073,power_efficient_device,0.079,0.0,0,0
CHIP_00074,power_efficient_device,0.004,0.0,0,0
CHIP_00075,power_efficient_device,0.49,0.0,0,0
CHIP_00076,power_efficient_device,0.02,0.0,0,0
CHIP_00077,power_efficient_device,0.017,0.002,0,0
CHIP_00078,power_efficient_device,0.009,0.0,0,0
CHIP_00079,power_efficient_device,0.009,0.0,0,0
CHIP_00080,power_efficient_device,0.005,0.0,0,0
CHIP_00081,power_efficient_device,0.004,1.0,1,1
CHIP_00082,power_efficient_device,0.006,0.0,0,0
CHIP_00083,power_efficient_device,0.004,0.998,1,1
CHIP_00084,power_efficient_device,0.003,1.0,1,1
CHIP_00085,power_efficient_device,0.003,0.572,0,0
CHIP_00086,power_efficient_device,0.004,0.998,1,1
CHIP_00087,power_efficient_device,0.007,1.0,1,1
CHIP_00088,power_efficient_device,0.007,0.001,0,0
CHIP_00089,power_efficient_device,0.797,0.0,0,0
CHIP_00090,power_efficient_device,0.017,0.0,0,0
CHIP_00091,power_efficient_device,0.003,0.002,0,0
CHIP_00092,power_efficient_device,0.003,0.0,0,0
CHIP_00093,power_efficient_device,0.005,1.0,1,1
CHIP_00094,power_efficient_device,0.008,1.0,1,1
CHIP_00095,power_efficient_device,0.004,1.0,1,1
CHIP_00096,power_efficient_device,0.005,1.0,1,1
CHIP_00097,power_efficient_device,0.012,0.012,0,0
CHIP_00098,power_efficient_device,0.684,0.441,0,0
CHIP_00099,power_efficient_device,0.004,0.982,1,1
CHIP_00100,power_efficient_device,0.006,0.0,0,0
CHIP_00101,power_efficient_device,0.01,0.997,1,1
CHIP_00102,power_efficient_device,0.033,0.0,0,0
CHIP_00103,power_efficient_device,0.025,0.0,0,0
CHIP_00104,power_efficient_device,0.004,0.993,1,1
CHIP_00105,power_efficient_device,0.009,0.0,0,0
CHIP_00106,power_efficient_device,0.012,0.0,0,0
CHIP_00107,power_efficient_device,0.003,1.0,1,1
CHIP_00108,power_efficient_device,0.02,0.002,0,0
CHIP_00109,power_efficient_device,0.004,0.99,1,1
CHIP_00110,power_efficient_device,0.041,0.0,0,0
CHIP_00111,power_efficient_device,0.011,0.0,0,0
CHIP_00112,power_efficient_device,0.005,1.0,1,1
CHIP_00113,power_efficient_device,0.021,1.0,0,1
CHIP_00114,power_efficient_device,0.008,0.0,0,0
CHIP_00115,power_efficient_device,0.008,0.014,0,0
CHIP_00116,power_efficient_device,0.067,1.0,0,1
CHIP_00117,power_efficient_device,0.565,0.0,0,0
CHIP_00118,power_efficient_device,0.01,0.0,0,0
CHIP_00119,power_efficient_device,0.01,0.0,0,0
CHIP_00120,power_efficient_device,0.008,0.993,1,1
CHIP_00121,power_efficient_device,0.002,0.002,0,0
CHIP_00122,power_efficient_device,0.03,0.001,0,0
CHIP_00123,power_efficient_device,0.01,0.0,0,0
CHIP_00124,power_efficient_device,0.078,0.0,0,0
CHIP_00125,power_efficient_device,0.007,0.0,0,0
CHIP_00126,power_efficient_device,0.014,0.002,0,0
CHIP_00127,power_efficient_device,0.005,1.0,1,1
CHIP_00128,power_efficient_device,0.004,1.0,1,1
CHIP_00129,power_efficient_device,0.004,1.0,1,1
CHIP_00130,power_efficient_device,0.005,0.0,0,0
CHIP_00131,power_efficient_device,0.007,0.999,1,1
CHIP_00132,power_efficient_device,0.01,0.001,0,0
CHIP_00133,power_efficient_device,0.003,1.0,1,1
CHIP_00134,power_efficient_device,0.008,1.0,1,1
CHIP_00135,power_efficient_device,0.016,1.0,1,1
CHIP_00136,power_efficient_device,0.063,0.0,0,0
CHIP_00137,power_efficient_device,0.802,0.0,0,0
CHIP_00138,power_efficient_device,0.016,0.0,0,0
CHIP_00139,power_efficient_device,0.017,0.0,0,0
CHIP_00140,power_efficient_device,0.004,0.003,0,0
CHIP_00141,power_efficient_device,0.016,0.985,1,1
CHIP_00142,power_efficient_device,0.048,0.002,0,0
CHIP_00143,power_efficient_device,0.002,0.995,1,1
CHIP_00144,power_efficient_device,0.006,0.0,0,0
CHIP_00145,power_efficient_device,0.003,1.0,1,1
CHIP_00146,power_efficient_device,0.01,0.0,0,0
CHIP_00147,power_efficient_device,0.003,1.0,1,1
CHIP_00148,power_efficient_device,0.033,0.001,0,0
CHIP_00149,power_efficient_device,0.016,0.0,0,0
CHIP_00150,power_efficient_device,0.004,1.0,1,1
CHIP_00151,power_efficient_device,0.005,1.0,1,1
CHIP_00152,power_efficient_device,0.004,0.0,0,0
CHIP_00153,power_efficient_device,0.015,0.0,0,0
CHIP_00154,power_efficient_device,0.004,1.0,1,1
CHIP_00155,power_efficient_device,0.03,0.0,0,0
CHIP_00156,power_efficient_device,0.002,0.001,0,0
CHIP_00157,power_efficient_device,0.027,0.0,0,0
CHIP_00158,power_efficient_device,0.004,0.001,0,0
CHIP_00159,power_efficient_device,0.011,0.001,0,0
CHIP_00160,power_efficient_device,0.004,1.0,1,1
CHIP_00161,power_efficient_device,0.003,0.999,1,1
CHIP_00162,power_efficient_device,0.014,0.0,0,0
CHIP_00163,power_efficient_device,0.068,0.023,0,0
CHIP_00164,power_efficient_device,0.017,0.999,1,1
CHIP_00165,power_efficient_device,0.008,0.999,1,1
CHIP_00166,power_efficient_device,0.014,0.0,0,0
CHIP_00167,power_efficient_device,0.011,0.0,0,0
CHIP_00168,power_efficient_device,0.994,0.227,0,0
CHIP_00169,power_efficient_device,0.035,0.0,0,0
CHIP_00170,power_efficient_device,0.003,1.0,1,1
CHIP_00171,power_efficient_device,0.992,0.0,0,0
CHIP_00172,power_efficient_device,0.003,1.0,1,1
CHIP_00173,power_efficient_device,0.005,0.999,1,1
CHIP_00174,power_efficient_device,0.005,1.0,1,1
CHIP_00175,power_efficient_device,0.051,0.0,0,0
CHIP_00176,power_efficient_device,0.009,0.991,1,1
CHIP_00177,power_efficient_device,0.004,0.449,0,1
CHIP_00178,power_efficient_device,0.004,0.001,0,0
CHIP_00179,power_efficient_device,0.031,0.001,0,0
CHIP_00180,power_efficient_device,0.01,0.595,0,0
CHIP_00181,power_efficient_device,0.025,0.002,0,0
CHIP_00182,power_efficient_device,0.003,1.0,1,1
CHIP_00183,power_efficient_device,0.021,0.001,0,0
CHIP_00184,power_efficient_device,0.028,0.0,0,0
CHIP_00185,power_efficient_device,0.02,1.0,0,1
CHIP_00186,power_efficient_device,0.019,0.0,0,0
CHIP_00187,power_efficient_device,0.031,1.0,0,1
CHIP_00188,power_efficient_device,0.005,1.0,1,1
CHIP_00189,power_efficient_device,0.014,0.003,0,0
CHIP_00190,power_efficient_device,0.012,0.012,0,0
CHIP_00191,power_efficient_device,0.003,1.0,1,1
CHIP_00192,power_efficient_device,0.004,0.0,0,0
CHIP_00193,power_efficient_device,0.013,0.001,0,0
CHIP_00194,power_efficient_device,0.004,1.0,1,1
CHIP_00195,power_efficient_device,0.004,0.999,1,1
CHIP_00196,power_efficient_device,0.012,0.0,0,0
CHIP_00197,power_efficient_device,0.006,1.0,1,1
CHIP_00198,power_efficient_device,0.017,0.0,0,0
CHIP_00199,power_efficient_device,0.004,0.045,0,0
CHIP_00200,power_efficient_device,0.004,0.0,0,0
CHIP_00201,power_efficient_device,0.036,0.0,0,0
CHIP_00202,power_efficient_device,0.043,0.0,0,0
CHIP_00203,power_efficient_device,0.006,0.0,0,0
CHIP_00204,power_efficient_device,0.013,0.001,0,0
CHIP_00205,power_efficient_device,0.004,0.94,0,1
CHIP_00206,power_efficient_device,0.005,0.998,1,1
CHIP_00207,power_efficient_device,0.008,1.0,1,1
CHIP_00208,power_efficient_device,0.008,0.0,0,0
CHIP_00209,power_efficient_device,0.003,1.0,1,1
CHIP_00210,power_efficient_device,0.023,0.0,0,0
CHIP_00211,power_efficient_device,0.019,1.0,1,1
CHIP_00212,power_efficient_device,0.013,0.999,1,1
CHIP_00213,power_efficient_device,0.004,0.862,0,1
CHIP_00214,power_efficient_device,0.005,1.0,1,1
CHIP_00215,power_efficient_device,0.01,0.001,0,0
CHIP_00216,power_efficient_device,0.017,0.0,0,0
CHIP_00217,power_efficient_device,0.012,0.0,0,0
CHIP_00218,power_efficient_device,0.011,0.88,0,0
CHIP_00219,power_efficient_device,0.004,1.0,1,1
CHIP_00220,power_efficient_device,0.013,0.001,0,0
CHIP_00221,power_efficient_device,0.002,1.0,1,1
CHIP_00222,power_efficient_device,0.008,0.0,0,0
CHIP_00223,power_efficient_device,0.158,0.001,0,0
CHIP_00224,power_efficient_device,0.009,0.0,0,0
CHIP_00225,power_efficient_device,0.004,0.948,0,1
CHIP_00226,power_efficient_device,0.488,0.0,0,0
CHIP_00227,power_efficient_device,0.014,0.0,0,0
CHIP_00228,power_efficient_device,0.383,0.046,0,0
CHIP_00229,power_efficient_device,0.014,0.879,0,0
CHIP_00230,power_efficient_device,0.007,1.0,1,1
CHIP_00231,power_efficient_device,0.007,0.255,0,0
CHIP_00232,power_efficient_device,0.016,0.0,0,0
CHIP_00233,power_efficient_device,0.094,0.0,0,0
CHIP_00234,power_efficient_device,0.003,1.0,1,1
CHIP_00235,power_efficient_device,0.011,1.0,1,1
CHIP_00236,power_efficient_device,0.004,1.0,1,1
CHIP_00237,power_efficient_device,0.005,0.0,0,0
CHIP_00238,power_efficient_device,0.005,0.287,0,0
CHIP_00239,power_efficient_device,0.003,0.989,1,1
CHIP_00240,power_efficient_device,0.012,0.999,1,1
CHIP_00241,power_efficient_device,0.003,0.0,0,0
CHIP_00242,power_efficient_device,0.008,0.03,0,1
CHIP_00243,power_efficient_device,0.007,1.0,1,1
CHIP_00244,power_efficient_device,0.988,0.0,0,0
CHIP_00245,power_efficient_device,0.005,1.0,1,1
CHIP_00246,power_efficient_device,0.005,0.016,0,0
CHIP_00247,power_efficient_device,0.015,0.0,0,0
CHIP_00248,power_efficient_device,0.114,0.0,0,0
CHIP_00249,power_efficient_device,0.006,1.0,1,1
CHIP_00250,power_efficient_device,0.025,1.0,0,1
CHIP_00251,power_efficient_device,0.004,0.0,0,0
CHIP_00252,power_efficient_device,0.01,0.0,0,0
CHIP_00253,power_efficient_device,0.005,0.005,0,0
CHIP_00254,power_efficient_device,0.004,1.0,1,1
CHIP_00255,power_efficient_device,0.081,1.0,0,1
CHIP_00256,power_efficient_device,0.002,0.997,1,1
CHIP_00257,power_efficient_device,0.01,0.0,0,0
CHIP_00258,power_efficient_device,0.005,1.0,1,1
CHIP_00259,power_efficient_device,0.017,0.0,0,0
CHIP_00260,power_efficient_device,0.006,0.0,0,0
CHIP_00261,power_efficient_device,0.007,0.0,0,0
CHIP_00262,power_efficient_device,0.004,0.0,0,0
CHIP_00263,power_efficient_device,0.943,0.001,0,0
CHIP_00264,power_efficient_device,0.942,0.997,0,0
CHIP_00265,power_efficient_device,0.073,0.0,0,0
CHIP_00266,power_efficient_device,0.005,0.0,0,0
CHIP_00267,power_efficient_device,0.159,0.0,0,0
CHIP_00268,power_efficient_device,0.019,0.0,0,0
CHIP_00269,power_efficient_device,0.003,0.004,0,0
CHIP_00270,power_efficient_device,0.015,0.995,1,1
CHIP_00271,power_efficient_device,0.003,1.0,1,1
CHIP_00272,power_efficient_device,0.005,0.0,0,0
CHIP_00273,power_efficient_device,0.023,0.001,0,0
CHIP_00274,power_efficient_device,0.016,0.0,0,0
CHIP_00275,power_efficient_device,0.003,0.0,0,0
CHIP_00276,power_efficient_device,0.995,0.0,0,0
CHIP_00277,power_efficient_device,0.004,1.0,1,1
CHIP_00278,power_efficient_device,0.014,0.0,0,0
CHIP_00279,power_efficient_device,0.013,0.952,0,1
CHIP_00280,power_efficient_device,0.006,0.998,1,1
CHIP_00281,power_efficient_device,0.003,1.0,1,1
CHIP_00282,power_efficient_device,0.025,0.0,0,0
CHIP_00283,power_efficient_device,0.004,0.044,0,0
CHIP_00284,power_efficient_device,0.012,1.0,1,1
CHIP_00285,power_efficient_device,0.003,1.0,1,1
CHIP_00286,power_efficient_device,0.006,0.0,0,0
CHIP_00287,power_efficient_device,0.004,0.984,1,1
CHIP_00288,power_efficient_device,0.004,0.998,1,1
CHIP_00289,power_efficient_device,0.004,1.0,1,1
CHIP_00290,power_efficient_device,0.005,0.993,1,1
CHIP_00291,power_efficient_device,0.005,0.995,1,1
CHIP_00292,power_efficient_device,0.009,0.003,0,0
CHIP_00293,power_efficient_device,0.308,0.049,0,0
CHIP_00294,power_efficient_device,0.01,0.999,1,1
CHIP_00295,power_efficient_device,0.004,1.0,1,1
CHIP_00296,power_efficient_device,0.005,0.065,0,0
CHIP_00297,power_efficient_device,0.004,0.0,0,0
CHIP_00298,power_efficient_device,0.004,1.0,1,1
CHIP_00299,power_efficient_device,0.016,0.001,0,0
CHIP_00300,power_efficient_device,0.012,0.0,0,0
CHIP_00301,power_efficient_device,0.927,0.001,0,0
CHIP_00302,power_efficient_device,0.045,0.0,0,0
CHIP_00303,power_efficient_device,0.008,0.999,1,1
CHIP_00304,power_efficient_device,0.003,0.0,0,0
CHIP_00305,power_efficient_device,0.002,0.049,0,0
CHIP_00306,power_efficient_device,0.006,0.613,0,1
CHIP_00307,power_efficient_device,0.014,0.001,0,0
CHIP_00308,power_efficient_device,0.016,0.0,0,0
CHIP_00309,power_efficient_device,0.022,0.0,0,0
CHIP_00310,power_efficient_device,0.014,0.0,0,0
CHIP_00311,power_efficient_device,0.003,1.0,1,1
CHIP_00312,power_efficient_device,0.022,0.0,0,0
CHIP_00313,power_efficient_device,0.009,0.0,0,0
CHIP_00314,power_efficient_device,0.053,0.0,0,0
CHIP_00315,power_efficient_device,0.007,0.002,0,0
CHIP_00316,power_efficient_device,0.005,0.0,0,0
CHIP_00317,power_efficient_device,0.016,0.927,0,1
CHIP_00318,power_efficient_device,0.977,0.0,0,0
CHIP_00319,power_efficient_device,0.003,0.439,0,1
CHIP_00320,power_efficient_device,0.005,0.0,0,0
CHIP_00321,power_efficient_device,0.008,0.0,0,0
CHIP_00322,power_efficient_device,0.015,0.0,0,0
CHIP_00323,power_efficient_device,0.007,0.0,0,0
CHIP_00324,power_efficient_device,0.071,0.001,0,0
CHIP_00325,power_efficient_device,0.298,0.0,0,0
CHIP_00326,power_efficient_device,0.01,0.001,0,0
CHIP_00327,power_efficient_device,0.033,0.988,0,0
CHIP_00328,power_efficient_device,0.005,0.003,0,0
CHIP_00329,power_efficient_device,0.005,0.0,0,0
CHIP_00330,power_efficient_device,0.01,0.0,0,0
CHIP_00331,power_efficient_device,0.976,0.0,0,0
CHIP_00332,power_efficient_device,0.026,0.999,0,1
CHIP_00333,power_efficient_device,0.004,0.997,1,1
CHIP_00334,power_efficient_device,0.005,0.0,0,0
CHIP_00335,power_efficient_device,0.007,0.0,0,0
CHIP_00336,power_efficient_device,0.004,0.208,0,0
CHIP_00337,power_efficient_device,0.004,0.196,0,1
CHIP_00338,power_efficient_device,0.059,0.0,0,0
CHIP_00339,power_efficient_device,0.016,0.0,0,0
CHIP_00340,power_efficient_device,0.03,0.004,0,0
CHIP_00341,power_efficient_device,0.007,1.0,1,1
CHIP_00342,power_efficient_device,0.003,1.0,1,1
CHIP_00343,power_efficient_device,0.04,0.603,0,0
CHIP_00344,power_efficient_device,0.125,0.001,0,0
CHIP_00345,power_efficient_device,0.047,1.0,0,1
CHIP_00346,power_efficient_device,0.005,0.025,0,0
CHIP_00347,power_efficient_device,0.032,0.0,0,0
CHIP_00348,power_efficient_device,0.011,1.0,1,1
CHIP_00349,power_efficient_device,0.022,0.0,0,0
CHIP_00350,power_efficient_device,0.004,0.0,0,0
CHIP_00351,power_efficient_device,0.026,0.0,0,0
CHIP_00352,power_efficient_device,0.006,0.003,0,0
CHIP_00353,power_efficient_device,0.016,0.727,0,1
CHIP_00354,power_efficient_device,0.015,0.0,0,0
CHIP_00355,power_efficient_device,0.004,0.0,0,0
CHIP_00356,power_efficient_device,0.019,0.0,0,0
CHIP_00357,power_efficient_device,0.025,0.001,0,0
CHIP_00358,power_efficient_device,0.009,1.0,1,1
CHIP_00359,power_efficient_device,0.007,0.0,0,0
CHIP_00360,power_efficient_device,0.013,0.995,1,1
CHIP_00361,power_efficient_device,0.015,0.001,0,0
CHIP_00362,power_efficient_device,0.226,0.0,0,0
CHIP_00363,power_efficient_device,0.005,1.0,1,1
CHIP_00364,power_efficient_device,0.005,1.0,1,1
CHIP_00365,power_efficient_device,0.05,0.0,0,0
CHIP_00366,power_efficient_device,0.003,1.0,1,1
CHIP_00367,power_efficient_device,0.004,0.998,1,1
CHIP_00368,power_efficient_device,0.004,0.001,0,0
CHIP_00369,power_efficient_device,0.048,0.001,0,0
CHIP_00370,power_efficient_device,0.009,0.992,1,1
CHIP_00371,power_efficient_device,0.036,0.0,0,0
CHIP_00372,power_efficient_device,0.028,0.0,0,0
CHIP_00373,power_efficient_device,0.008,0.0,0,0
CHIP_00374,power_efficient_device,0.039,0.001,0,0
CHIP_00375,power_efficient_device,0.009,0.0,0,0
CHIP_00376,power_efficient_device,0.013,0.0,0,0
CHIP_00377,power_efficient_device,0.008,0.001,0,0
CHIP_00378,power_efficient_device,0.011,0.002,0,0
CHIP_00379,power_efficient_device,0.005,0.996,1,1
CHIP_00380,power_efficient_device,0.48,0.0,0,0
CHIP_00381,power_efficient_device,0.056,0.0,0,0
CHIP_00382,power_efficient_device,0.008,1.0,1,1
CHIP_00383,power_efficient_device,0.004,0.999,1,1
CHIP_00384,power_efficient_device,0.012,0.0,0,0
CHIP_00385,power_efficient_device,0.004,1.0,1,1
CHIP_00386,power_efficient_device,0.013,0.0,0,0
CHIP_00387,power_efficient_device,0.004,0.0,0,0
CHIP_00388,power_efficient_device,0.016,0.001,0,0
CHIP_00389,power_efficient_device,0.005,0.661,0,1
CHIP_00390,power_efficient_device,0.01,0.003,0,0
CHIP_00391,power_efficient_device,0.003,0.0,0,0
CHIP_00392,power_efficient_device,0.009,1.0,1,1
CHIP_00393,power_efficient_device,0.009,0.997,1,1
CHIP_00394,power_efficient_device,0.039,0.0,0,0
CHIP_00395,power_efficient_device,0.004,0.001,0,0
CHIP_00396,power_efficient_device,0.017,0.0,0,0
CHIP_00397,power_efficient_device,0.099,0.006,0,0
CHIP_00398,power_efficient_device,0.002,0.016,0,0
CHIP_00399,power_efficient_device,0.004,0.819,0,1
CHIP_00400,power_efficient_device,0.027,0.0,0,0
CHIP_00401,power_efficient_device,0.002,0.005,0,0
CHIP_00402,power_efficient_device,0.053,0.0,0,0
CHIP_00403,power_efficient_device,0.006,1.0,1,1
CHIP_00404,power_efficient_device,0.033,0.0,0,0
CHIP_00405,power_efficient_device,0.008,0.045,0,0
CHIP_00406,power_efficient_device,0.006,0.008,0,0
