chip_id,application_scenario,compatibility_score,compatibility_level
CHIP_00989,high_frequency_computing,61.53,marginal
CHIP_00990,high_frequency_computing,80.44,compatible
CHIP_00991,high_frequency_computing,83.17,compatible
CHIP_00992,high_frequency_computing,96.28,compatible
CHIP_00993,high_frequency_computing,97.74,compatible
CHIP_00994,high_frequency_computing,60.28,marginal
CHIP_00995,high_frequency_computing,74.43,compatible
CHIP_00996,high_frequency_computing,87.45,compatible
CHIP_00997,high_frequency_computing,86.61,compatible
CHIP_00998,high_frequency_computing,60.13,marginal
CHIP_00999,high_frequency_computing,82.24,compatible
CHIP_00000,power_efficient_device,68.44,marginal
CHIP_00001,power_efficient_device,63.19,marginal
CHIP_00002,power_efficient_device,47.62,incompatible
CHIP_00003,power_efficient_device,77.37,compatible
CHIP_00004,power_efficient_device,84.55,compatible
CHIP_00005,power_efficient_device,57.67,marginal
CHIP_00006,power_efficient_device,75.17,compatible
CHIP_00007,power_efficient_device,55.88,marginal
CHIP_00008,power_efficient_device,60.6,marginal
CHIP_00009,power_efficient_device,70.53,compatible
CHIP_00010,power_efficient_device,52.25,marginal
CHIP_00011,power_efficient_device,47.18,incompatible
CHIP_00012,power_efficient_device,76.25,compatible
CHIP_00013,power_efficient_device,37.38,incompatible
CHIP_00014,power_efficient_device,68.91,marginal
CHIP_00015,power_efficient_device,61.76,marginal
CHIP_00016,power_efficient_device,59.35,marginal
CHIP_00017,power_efficient_device,76.5,compatible
CHIP_00018,power_efficient_device,68.14,marginal
CHIP_00019,power_efficient_device,63.42,marginal
CHIP_00020,power_efficient_device,74.88,compatible
CHIP_00021,power_efficient_device,91.51,compatible
CHIP_00022,power_efficient_device,86.66,compatible
CHIP_00023,power_efficient_device,44.24,incompatible
CHIP_00024,power_efficient_device,33.86,incompatible
CHIP_00025,power_efficient_device,51.27,marginal
CHIP_00026,power_efficient_device,61.36,marginal
CHIP_00027,power_efficient_device,52.42,marginal
CHIP_00028,power_efficient_device,67.47,marginal
CHIP_00029,power_efficient_device,65.36,marginal
CHIP_00030,power_efficient_device,11.76,incompatible
CHIP_00031,power_efficient_device,61.85,marginal
CHIP_00032,power_efficient_device,53.12,marginal
CHIP_00033,power_efficient_device,64.94,marginal
CHIP_00034,power_efficient_device,51.17,marginal
CHIP_00035,power_efficient_device,46.3,incompatible
CHIP_00036,power_efficient_device,80.83,compatible
CHIP_00037,power_efficient_device,85.65,compatible
CHIP_00038,power_efficient_device,70.7,compatible
CHIP_00039,power_efficient_device,55.46,marginal
CHIP_00040,power_efficient_device,14.34,incompatible
CHIP_00041,power_efficient_device,40.14,incompatible
CHIP_00042,power_efficient_device,65.68,marginal
CHIP_00043,power_efficient_device,68.19,marginal
CHIP_00044,power_efficient_device,65.0,marginal
CHIP_00045,power_efficient_device,36.67,incompatible
CHIP_00046,power_efficient_device,79.1,compatible
CHIP_00047,power_efficient_device,61.88,marginal
CHIP_00048,power_efficient_device,32.05,incompatible
CHIP_00049,power_efficient_device,57.58,marginal
CHIP_00050,power_efficient_device,47.99,incompatible
CHIP_00051,power_efficient_device,0.0,incompatible
CHIP_00052,power_efficient_device,76.23,compatible
CHIP_00053,power_efficient_device,64.19,marginal
CHIP_00054,power_efficient_device,74.12,compatible
CHIP_00055,power_efficient_device,66.43,marginal
CHIP_00056,power_efficient_device,83.73,compatible
CHIP_00057,power_efficient_device,26.4,incompatible
CHIP_00058,power_efficient_device,37.59,incompatible
CHIP_00059,power_efficient_device,58.33,marginal
CHIP_00060,power_efficient_device,60.07,marginal
CHIP_00061,power_efficient_device,75.0,compatible
CHIP_00062,power_efficient_device,79.31,compatible
CHIP_00063,power_efficient_device,73.24,compatible
CHIP_00064,power_efficient_device,67.61,marginal
CHIP_00065,power_efficient_device,43.51,incompatible
CHIP_00066,power_efficient_device,52.01,marginal
CHIP_00067,power_efficient_device,70.49,compatible
CHIP_00068,power_efficient_device,50.79,marginal
CHIP_00069,power_efficient_device,89.97,compatible
CHIP_00070,power_efficient_device,87.82,compatible
CHIP_00071,power_efficient_device,74.84,compatible
CHIP_00072,power_efficient_device,81.44,compatible
CHIP_00073,power_efficient_device,48.82,incompatible
CHIP_00074,power_efficient_device,52.62,marginal
CHIP_00075,power_efficient_device,46.18,incompatible
CHIP_00076,power_efficient_device,58.82,marginal
CHIP_00077,power_efficient_device,66.27,marginal
CHIP_00078,power_efficient_device,57.55,marginal
CHIP_00079,power_efficient_device,52.94,marginal
CHIP_00080,power_efficient_device,39.58,incompatible
CHIP_00081,power_efficient_device,86.08,compatible
CHIP_00082,power_efficient_device,31.59,incompatible
CHIP_00083,power_efficient_device,75.54,compatible
CHIP_00084,power_efficient_device,82.33,compatible
CHIP_00085,power_efficient_device,68.03,marginal
CHIP_00086,power_efficient_device,77.32,compatible
CHIP_00087,power_efficient_device,88.91,compatible
CHIP_00088,power_efficient_device,62.43,marginal
CHIP_00089,power_efficient_device,33.03,incompatible
CHIP_00090,power_efficient_device,56.88,marginal
CHIP_00091,power_efficient_device,41.21,incompatible
CHIP_00092,power_efficient_device,51.44,marginal
CHIP_00093,power_efficient_device,78.82,compatible
CHIP_00094,power_efficient_device,82.26,compatible
CHIP_00095,power_efficient_device,83.42,compatible
CHIP_00096,power_efficient_device,83.0,compatible
CHIP_00097,power_efficient_device,65.42,marginal
CHIP_00098,power_efficient_device,70.71,compatible
CHIP_00099,power_efficient_device,74.27,compatible
CHIP_00100,power_efficient_device,48.63,incompatible
CHIP_00101,power_efficient_device,76.28,compatible
CHIP_00102,power_efficient_device,16.3,incompatible
CHIP_00103,power_efficient_device,58.2,marginal
CHIP_00104,power_efficient_device,73.49,compatible
CHIP_00105,power_efficient_device,43.01,incompatible
CHIP_00106,power_efficient_device,44.31,incompatible
CHIP_00107,power_efficient_device,84.42,compatible
CHIP_00108,power_efficient_device,62.4,marginal
CHIP_00109,power_efficient_device,76.38,compatible
CHIP_00110,power_efficient_device,59.24,marginal
CHIP_00111,power_efficient_device,38.81,incompatible
CHIP_00112,power_efficient_device,89.28,compatible
CHIP_00113,power_efficient_device,81.61,compatible
CHIP_00114,power_efficient_device,38.96,incompatible
CHIP_00115,power_efficient_device,68.35,marginal
CHIP_00116,power_efficient_device,79.94,compatible
CHIP_00117,power_efficient_device,34.86,incompatible
CHIP_00118,power_efficient_device,49.33,incompatible
CHIP_00119,power_efficient_device,51.81,marginal
CHIP_00120,power_efficient_device,75.65,compatible
CHIP_00121,power_efficient_device,62.52,marginal
CHIP_00122,power_efficient_device,50.67,marginal
CHIP_00123,power_efficient_device,59.13,marginal
CHIP_00124,power_efficient_device,51.06,marginal
CHIP_00125,power_efficient_device,57.79,marginal
CHIP_00126,power_efficient_device,66.18,marginal
CHIP_00127,power_efficient_device,89.91,compatible
CHIP_00128,power_efficient_device,75.83,compatible
CHIP_00129,power_efficient_device,80.51,compatible
CHIP_00130,power_efficient_device,56.57,marginal
CHIP_00131,power_efficient_device,79.4,compatible
CHIP_00132,power_efficient_device,64.29,marginal
CHIP_00133,power_efficient_device,88.14,compatible
CHIP_00134,power_efficient_device,81.87,compatible
CHIP_00135,power_efficient_device,89.61,compatible
CHIP_00136,power_efficient_device,35.72,incompatible
CHIP_00137,power_efficient_device,49.46,incompatible
CHIP_00138,power_efficient_device,58.2,marginal
CHIP_00139,power_efficient_device,43.01,incompatible
CHIP_00140,power_efficient_device,67.16,marginal
CHIP_00141,power_efficient_device,71.96,compatible
CHIP_00142,power_efficient_device,52.37,marginal
CHIP_00143,power_efficient_device,73.62,compatible
CHIP_00144,power_efficient_device,38.79,incompatible
CHIP_00145,power_efficient_device,80.63,compatible
CHIP_00146,power_efficient_device,28.5,incompatible
CHIP_00147,power_efficient_device,90.6,compatible
CHIP_00148,power_efficient_device,58.09,marginal
CHIP_00149,power_efficient_device,49.59,incompatible
CHIP_00150,power_efficient_device,79.63,compatible
CHIP_00151,power_efficient_device,78.34,compatible
CHIP_00152,power_efficient_device,62.2,marginal
CHIP_00153,power_efficient_device,34.48,incompatible
CHIP_00154,power_efficient_device,77.54,compatible
CHIP_00155,power_efficient_device,63.03,marginal
CHIP_00156,power_efficient_device,54.59,marginal
CHIP_00157,power_efficient_device,65.28,marginal
CHIP_00158,power_efficient_device,53.46,marginal
CHIP_00159,power_efficient_device,55.64,marginal
CHIP_00160,power_efficient_device,78.36,compatible
CHIP_00161,power_efficient_device,85.39,compatible
CHIP_00162,power_efficient_device,42.75,incompatible
CHIP_00163,power_efficient_device,67.34,marginal
CHIP_00164,power_efficient_device,76.95,compatible
CHIP_00165,power_efficient_device,81.83,compatible
CHIP_00166,power_efficient_device,57.54,marginal
CHIP_00167,power_efficient_device,59.04,marginal
CHIP_00168,power_efficient_device,69.48,marginal
CHIP_00169,power_efficient_device,22.32,incompatible
CHIP_00170,power_efficient_device,85.0,compatible
CHIP_00171,power_efficient_device,51.82,marginal
CHIP_00172,power_efficient_device,86.19,compatible
CHIP_00173,power_efficient_device,79.58,compatible
CHIP_00174,power_efficient_device,90.1,compatible
CHIP_00175,power_efficient_device,17.93,incompatible
CHIP_00176,power_efficient_device,77.16,compatible
CHIP_00177,power_efficient_device,70.12,compatible
CHIP_00178,power_efficient_device,59.52,marginal
CHIP_00179,power_efficient_device,56.76,marginal
CHIP_00180,power_efficient_device,67.91,marginal
CHIP_00181,power_efficient_device,27.76,incompatible
CHIP_00182,power_efficient_device,76.52,compatible
CHIP_00183,power_efficient_device,48.46,incompatible
CHIP_00184,power_efficient_device,55.01,marginal
CHIP_00185,power_efficient_device,80.38,compatible
CHIP_00186,power_efficient_device,45.41,incompatible
CHIP_00187,power_efficient_device,87.46,compatible
CHIP_00188,power_efficient_device,87.86,compatible
CHIP_00189,power_efficient_device,49.63,incompatible
CHIP_00190,power_efficient_device,69.13,marginal
CHIP_00191,power_efficient_device,84.24,compatible
CHIP_00192,power_efficient_device,51.67,marginal
CHIP_00193,power_efficient_device,58.77,marginal
CHIP_00194,power_efficient_device,90.81,compatible
CHIP_00195,power_efficient_device,76.57,compatible
CHIP_00196,power_efficient_device,62.6,marginal
CHIP_00197,power_efficient_device,80.95,compatible
CHIP_00198,power_efficient_device,45.19,incompatible
CHIP_00199,power_efficient_device,69.17,marginal
CHIP_00200,power_efficient_device,62.62,marginal
CHIP_00201,power_efficient_device,46.61,incompatible
CHIP_00202,power_efficient_device,40.75,incompatible
CHIP_00203,power_efficient_device,57.28,marginal
CHIP_00204,power_efficient_device,58.52,marginal
CHIP_00205,power_efficient_device,72.47,compatible
CHIP_00206,power_efficient_device,77.38,compatible
CHIP_00207,power_efficient_device,79.76,compatible
CHIP_00208,power_efficient_device,15.87,incompatible
CHIP_00209,power_efficient_device,78.77,compatible
CHIP_00210,power_efficient_device,26.0,incompatible
CHIP_00211,power_efficient_device,83.12,compatible
CHIP_00212,power_efficient_device,76.3,compatible
CHIP_00213,power_efficient_device,70.89,compatible
CHIP_00214,power_efficient_device,81.62,compatible
CHIP_00215,power_efficient_device,56.38,marginal
CHIP_00216,power_efficient_device,51.72,marginal
CHIP_00217,power_efficient_device,46.66,incompatible
CHIP_00218,power_efficient_device,69.16,marginal
CHIP_00219,power_efficient_device,91.62,compatible
CHIP_00220,power_efficient_device,65.2,marginal
CHIP_00221,power_efficient_device,85.04,compatible
CHIP_00222,power_efficient_device,36.56,incompatible
CHIP_00223,power_efficient_device,66.67,marginal
CHIP_00224,power_efficient_device,26.49,incompatible
CHIP_00225,power_efficient_device,72.59,compatible
CHIP_00226,power_efficient_device,27.73,incompatible
CHIP_00227,power_efficient_device,36.42,incompatible
CHIP_00228,power_efficient_device,68.28,marginal
CHIP_00229,power_efficient_device,68.17,marginal
CHIP_00230,power_efficient_device,85.98,compatible
CHIP_00231,power_efficient_device,69.99,marginal
CHIP_00232,power_efficient_device,59.58,marginal
CHIP_00233,power_efficient_device,28.84,incompatible
CHIP_00234,power_efficient_device,89.41,compatible
CHIP_00235,power_efficient_device,75.02,compatible
CHIP_00236,power_efficient_device,82.81,compatible
CHIP_00237,power_efficient_device,58.93,marginal
CHIP_00238,power_efficient_device,68.66,marginal
CHIP_00239,power_efficient_device,76.02,compatible
CHIP_00240,power_efficient_device,82.53,compatible
CHIP_00241,power_efficient_device,52.76,marginal
CHIP_00242,power_efficient_device,71.62,compatible
CHIP_00243,power_efficient_device,86.72,compatible
CHIP_00244,power_efficient_device,36.35,incompatible
CHIP_00245,power_efficient_device,80.84,compatible
CHIP_00246,power_efficient_device,66.05,marginal
CHIP_00247,power_efficient_device,54.78,marginal
CHIP_00248,power_efficient_device,20.89,incompatible
CHIP_00249,power_efficient_device,80.98,compatible
CHIP_00250,power_efficient_device,83.93,compatible
CHIP_00251,power_efficient_device,28.03,incompatible
CHIP_00252,power_efficient_device,45.48,incompatible
CHIP_00253,power_efficient_device,57.42,marginal
CHIP_00254,power_efficient_device,79.93,compatible
CHIP_00255,power_efficient_device,83.19,compatible
CHIP_00256,power_efficient_device,76.92,compatible
CHIP_00257,power_efficient_device,59.06,marginal
CHIP_00258,power_efficient_device,79.22,compatible
CHIP_00259,power_efficient_device,37.7,incompatible
CHIP_00260,power_efficient_device,41.73,incompatible
CHIP_00261,power_efficient_device,42.95,incompatible
CHIP_00262,power_efficient_device,57.81,marginal
CHIP_00263,power_efficient_device,51.69,marginal
CHIP_00264,power_efficient_device,75.72,compatible
CHIP_00265,power_efficient_device,24.27,incompatible
CHIP_00266,power_efficient_device,52.82,marginal
CHIP_00267,power_efficient_device,65.02,marginal
CHIP_00268,power_efficient_device,59.12,marginal
CHIP_00269,power_efficient_device,67.74,marginal
CHIP_00270,power_efficient_device,76.17,compatible
CHIP_00271,power_efficient_device,80.66,compatible
CHIP_00272,power_efficient_device,55.58,marginal
CHIP_00273,power_efficient_device,63.73,marginal
CHIP_00274,power_efficient_device,48.98,incompatible
CHIP_00275,power_efficient_device,67.37,marginal
CHIP_00276,power_efficient_device,55.13,marginal
CHIP_00277,power_efficient_device,85.48,compatible
CHIP_00278,power_efficient_device,43.25,incompatible
CHIP_00279,power_efficient_device,73.42,compatible
CHIP_00280,power_efficient_device,78.09,compatible
CHIP_00281,power_efficient_device,84.73,compatible
CHIP_00282,power_efficient_device,50.53,marginal
CHIP_00283,power_efficient_device,69.58,marginal
CHIP_00284,power_efficient_device,89.49,compatible
CHIP_00285,power_efficient_device,80.46,compatible
CHIP_00286,power_efficient_device,57.48,marginal
CHIP_00287,power_efficient_device,70.89,compatible
CHIP_00288,power_efficient_device,77.84,compatible
CHIP_00289,power_efficient_device,81.52,compatible
CHIP_00290,power_efficient_device,78.44,compatible
CHIP_00291,power_efficient_device,73.96,compatible
CHIP_00292,power_efficient_device,65.49,marginal
CHIP_00293,power_efficient_device,68.25,marginal
CHIP_00294,power_efficient_device,76.91,compatible
CHIP_00295,power_efficient_device,77.34,compatible
CHIP_00296,power_efficient_device,67.85,marginal
CHIP_00297,power_efficient_device,56.04,marginal
CHIP_00298,power_efficient_device,85.93,compatible
CHIP_00299,power_efficient_device,59.19,marginal
CHIP_00300,power_efficient_device,28.79,incompatible
CHIP_00301,power_efficient_device,52.24,marginal
CHIP_00302,power_efficient_device,46.87,incompatible
CHIP_00303,power_efficient_device,80.4,compatible
CHIP_00304,power_efficient_device,9.36,incompatible
CHIP_00305,power_efficient_device,66.56,marginal
CHIP_00306,power_efficient_device,70.43,compatible
CHIP_00307,power_efficient_device,53.78,marginal
CHIP_00308,power_efficient_device,49.17,incompatible
CHIP_00309,power_efficient_device,41.56,incompatible
CHIP_00310,power_efficient_device,60.62,marginal
CHIP_00311,power_efficient_device,74.64,compatible
CHIP_00312,power_efficient_device,30.05,incompatible
CHIP_00313,power_efficient_device,55.94,marginal
CHIP_00314,power_efficient_device,40.54,incompatible
CHIP_00315,power_efficient_device,48.22,incompatible
CHIP_00316,power_efficient_device,45.6,incompatible
CHIP_00317,power_efficient_device,70.06,compatible
CHIP_00318,power_efficient_device,61.98,marginal
CHIP_00319,power_efficient_device,71.13,compatible
CHIP_00320,power_efficient_device,50.06,marginal
CHIP_00321,power_efficient_device,49.77,incompatible
CHIP_00322,power_efficient_device,19.96,incompatible
CHIP_00323,power_efficient_device,60.8,marginal
CHIP_00324,power_efficient_device,53.45,marginal
CHIP_00325,power_efficient_device,58.45,marginal
CHIP_00326,power_efficient_device,53.26,marginal
CHIP_00327,power_efficient_device,66.61,marginal
CHIP_00328,power_efficient_device,63.63,marginal
CHIP_00329,power_efficient_device,46.84,incompatible
CHIP_00330,power_efficient_device,48.69,incompatible
CHIP_00331,power_efficient_device,24.08,incompatible
CHIP_00332,power_efficient_device,79.1,compatible
CHIP_00333,power_efficient_device,73.18,compatible
CHIP_00334,power_efficient_device,63.72,marginal
CHIP_00335,power_efficient_device,63.31,marginal
CHIP_00336,power_efficient_device,69.85,marginal
CHIP_00337,power_efficient_device,70.13,compatible
CHIP_00338,power_efficient_device,55.78,marginal
CHIP_00339,power_efficient_device,52.21,marginal
CHIP_00340,power_efficient_device,65.51,marginal
CHIP_00341,power_efficient_device,82.98,compatible
CHIP_00342,power_efficient_device,76.73,compatible
CHIP_00343,power_efficient_device,70.11,compatible
CHIP_00344,power_efficient_device,64.39,marginal
CHIP_00345,power_efficient_device,91.83,compatible
CHIP_00346,power_efficient_device,69.1,marginal
CHIP_00347,power_efficient_device,38.66,incompatible
CHIP_00348,power_efficient_device,81.84,compatible
CHIP_00349,power_efficient_device,51.76,marginal
CHIP_00350,power_efficient_device,42.45,incompatible
CHIP_00351,power_efficient_device,58.54,marginal
CHIP_00352,power_efficient_device,60.78,marginal
CHIP_00353,power_efficient_device,71.1,compatible
CHIP_00354,power_efficient_device,11.02,incompatible
CHIP_00355,power_efficient_device,58.91,marginal
CHIP_00356,power_efficient_device,10.62,incompatible
CHIP_00357,power_efficient_device,54.24,marginal
CHIP_00358,power_efficient_device,83.46,compatible
CHIP_00359,power_efficient_device,62.41,marginal
CHIP_00360,power_efficient_device,72.86,compatible
CHIP_00361,power_efficient_device,64.27,marginal
CHIP_00362,power_efficient_device,43.83,incompatible
CHIP_00363,power_efficient_device,81.48,compatible
CHIP_00364,power_efficient_device,78.93,compatible
CHIP_00365,power_efficient_device,28.63,incompatible
CHIP_00366,power_efficient_device,83.31,compatible
CHIP_00367,power_efficient_device,76.45,compatible
CHIP_00368,power_efficient_device,66.42,marginal
CHIP_00369,power_efficient_device,47.07,incompatible
CHIP_00370,power_efficient_device,71.26,compatible
CHIP_00371,power_efficient_device,36.52,incompatible
CHIP_00372,power_efficient_device,33.23,incompatible
CHIP_00373,power_efficient_device,25.69,incompatible
CHIP_00374,power_efficient_device,64.49,marginal
CHIP_00375,power_efficient_device,50.81,marginal
CHIP_00376,power_efficient_device,55.71,marginal
CHIP_00377,power_efficient_device,24.17,incompatible
CHIP_00378,power_efficient_device,55.12,marginal
CHIP_00379,power_efficient_device,76.77,compatible
CHIP_00380,power_efficient_device,62.54,marginal
CHIP_00381,power_efficient_device,54.43,marginal
CHIP_00382,power_efficient_device,80.04,compatible
CHIP_00383,power_efficient_device,81.15,compatible
CHIP_00384,power_efficient_device,52.27,marginal
CHIP_00385,power_efficient_device,86.63,compatible
CHIP_00386,power_efficient_device,64.36,marginal
CHIP_00387,power_efficient_device,55.65,marginal
CHIP_00388,power_efficient_device,64.47,marginal
CHIP_00389,power_efficient_device,70.35,compatible
CHIP_00390,power_efficient_device,67.77,marginal
CHIP_00391,power_efficient_device,33.53,incompatible
CHIP_00392,power_efficient_device,83.95,compatible
CHIP_00393,power_efficient_device,76.67,compatible
CHIP_00394,power_efficient_device,47.79,incompatible
CHIP_00395,power_efficient_device,52.23,marginal
CHIP_00396,power_efficient_device,44.57,incompatible
CHIP_00397,power_efficient_device,64.94,marginal
CHIP_00398,power_efficient_device,68.18,marginal
CHIP_00399,power_efficient_device,70.05,compatible
CHIP_00400,power_efficient_device,43.76,incompatible
CHIP_00401,power_efficient_device,68.5,marginal
CHIP_00402,power_efficient_device,58.43,marginal
CHIP_00403,power_efficient_device,89.09,compatible
CHIP_00404,power_efficient_device,39.25,incompatible
CHIP_00405,power_efficient_device,67.78,marginal
CHIP_00406,power_efficient_device,30.19,incompatible
CHIP_00407,power_efficient_device,63.77,marginal
CHIP_00408,power_efficient_device,69.33,marginal
CHIP_00409,power_efficient_device,45.45,incompatible
CHIP_00410,power_efficient_device,87.63,compatible
CHIP_00411,power_efficient_device,93.42,compatible
CHIP_00412,power_efficient_device,56.5,marginal
CHIP_00413,power_efficient_device,41.12,incompatible
CHIP_00414,power_efficient_device,84.73,compatible
CHIP_00415,power_efficient_device,66.24,marginal
CHIP_00416,power_efficient_device,70.24,compatible
CHIP_00417,power_efficient_device,11.59,incompatible
CHIP_00418,power_efficient_device,23.12,incompatible
CHIP_00419,power_efficient_device,18.76,incompatible
CHIP_00420,power_efficient_device,71.55,compatible
CHIP_00421,power_efficient_device,88.59,compatible
CHIP_00422,power_efficient_device,59.39,marginal
CHIP_00423,power_efficient_device,80.21,compatible
CHIP_00424,power_efficient_device,80.22,compatible
CHIP_00425,power_efficient_device,51.29,marginal
CHIP_00426,power_efficient_device,60.66,marginal
CHIP_00427,power_efficient_device,61.78,marginal
CHIP_00428,power_efficient_device,82.74,compatible
CHIP_00429,power_efficient_device,81.22,compatible
CHIP_00430,power_efficient_device,67.47,marginal
CHIP_00431,power_efficient_device,53.97,marginal
CHIP_00432,power_efficient_device,75.79,compatible
CHIP_00433,power_efficient_device,87.53,compatible
CHIP_00434,power_efficient_device,62.76,marginal
CHIP_00435,power_efficient_device,66.8,marginal
CHIP_00436,power_efficient_device,43.45,incompatible
CHIP_00437,power_efficient_device,59.46,marginal
CHIP_00438,power_efficient_device,69.13,marginal
CHIP_00439,power_efficient_device,40.88,incompatible
CHIP_00440,power_efficient_device,46.59,incompatible
CHIP_00441,power_efficient_device,88.77,compatible
CHIP_00442,power_efficient_device,61.01,marginal
CHIP_00443,power_efficient_device,54.47,marginal
CHIP_00444,power_efficient_device,69.95,marginal
CHIP_00445,power_efficient_device,91.48,compatible
CHIP_00446,power_efficient_device,46.79,incompatible
CHIP_00447,power_efficient_device,72.27,compatible
CHIP_00448,power_efficient_device,55.39,marginal
CHIP_00449,power_efficient_device,81.65,compatible
CHIP_00450,power_efficient_device,41.57,incompatible
CHIP_00451,power_efficient_device,91.7,compatible
CHIP_00452,power_efficient_device,35.04,incompatible
CHIP_00453,power_efficient_device,46.88,incompatible
CHIP_00454,power_efficient_device,65.16,marginal
CHIP_00455,power_efficient_device,77.36,compatible
CHIP_00456,power_efficient_device,56.15,marginal
CHIP_00457,power_efficient_device,59.68,marginal
CHIP_00458,power_efficient_device,67.22,marginal
CHIP_00459,power_efficient_device,83.38,compatible
CHIP_00460,power_efficient_device,66.98,marginal
CHIP_00461,power_efficient_device,87.57,compatible
CHIP_00462,power_efficient_device,77.36,compatible
CHIP_00463,power_efficient_device,89.72,compatible
CHIP_00464,power_efficient_device,88.47,compatible
CHIP_00465,power_efficient_device,80.33,compatible
CHIP_00466,power_efficient_device,58.22,marginal
CHIP_00467,power_efficient_device,34.92,incompatible
CHIP_00468,power_efficient_device,58.05,marginal
CHIP_00469,power_efficient_device,57.81,marginal
CHIP_00470,power_efficient_device,42.28,incompatible
CHIP_00471,power_efficient_device,45.51,incompatible
CHIP_00472,power_efficient_device,79.32,compatible
CHIP_00473,power_efficient_device,66.42,marginal
CHIP_00474,power_efficient_device,59.12,marginal
CHIP_00475,power_efficient_device,58.47,marginal
CHIP_00476,power_efficient_device,74.61,compatible
CHIP_00477,power_efficient_device,79.9,compatible
CHIP_00478,power_efficient_device,46.04,incompatible
CHIP_00479,power_efficient_device,26.78,incompatible
CHIP_00480,power_efficient_device,86.05,compatible
CHIP_00481,power_efficient_device,22.27,incompatible
CHIP_00482,power_efficient_device,21.02,incompatible
CHIP_00483,power_efficient_device,70.66,compatible
CHIP_00484,power_efficient_device,62.64,marginal
CHIP_00485,power_efficient_device,60.65,marginal
CHIP_00486,power_efficient_device,69.23,marginal
CHIP_00487,power_efficient_device,78.72,compatible
CHIP_00488,power_efficient_device,86.25,compatible
CHIP_00489,power_efficient_device,45.9,incompatible
CHIP_00490,power_efficient_device,61.67,marginal
CHIP_00491,power_efficient_device,50.15,marginal
CHIP_00492,power_efficient_device,61.43,marginal
CHIP_00493,power_efficient_device,51.31,marginal
CHIP_00494,power_efficient_device,72.62,compatible
CHIP_00495,power_efficient_device,15.4,incompatible
CHIP_00496,power_efficient_device,63.17,marginal
CHIP_00497,power_efficient_device,66.26,marginal
CHIP_00498,power_efficient_device,88.09,compatible
CHIP_00499,power_efficient_device,78.15,compatible
CHIP_00500,power_efficient_device,70.27,compatible
CHIP_00501,power_efficient_device,30.08,incompatible
CHIP_00502,power_efficient_device,73.43,compatible
CHIP_00503,power_efficient_device,83.53,compatible
CHIP_00504,power_efficient_device,77.13,compatible
CHIP_00505,power_efficient_device,91.2,compatible
CHIP_00506,power_efficient_device,0.0,incompatible
CHIP_00507,power_efficient_device,74.68,compatible
CHIP_00508,power_efficient_device,40.15,incompatible
CHIP_00509,power_efficient_device,71.65,compatible
CHIP_00510,power_efficient_device,63.39,marginal
CHIP_00511,power_efficient_device,40.09,incompatible
CHIP_00512,power_efficient_device,73.8,compatible
CHIP_00513,power_efficient_device,74.85,compatible
CHIP_00514,power_efficient_device,56.36,marginal
CHIP_00515,power_efficient_device,56.98,marginal
CHIP_00516,power_efficient_device,39.91,incompatible
CHIP_00517,power_efficient_device,81.43,compatible
CHIP_00518,power_efficient_device,62.52,marginal
CHIP_00519,power_efficient_device,55.62,marginal
CHIP_00520,power_efficient_device,66.96,marginal
CHIP_00521,power_efficient_device,77.39,compatible
CHIP_00522,power_efficient_device,42.36,incompatible
CHIP_00523,power_efficient_device,67.11,marginal
CHIP_00524,power_efficient_device,64.0,marginal
CHIP_00525,power_efficient_device,59.88,marginal
CHIP_00526,power_efficient_device,45.3,incompatible
CHIP_00527,power_efficient_device,63.59,marginal
CHIP_00528,power_efficient_device,41.37,incompatible
CHIP_00529,power_efficient_device,43.66,incompatible
CHIP_00530,power_efficient_device,57.2,marginal
CHIP_00531,power_efficient_device,56.55,marginal
CHIP_00532,power_efficient_device,66.94,marginal
CHIP_00533,power_efficient_device,63.25,marginal
CHIP_00534,power_efficient_device,73.57,compatible
CHIP_00535,power_efficient_device,69.3,marginal
CHIP_00536,power_efficient_device,89.62,compatible
CHIP_00537,power_efficient_device,20.3,incompatible
CHIP_00538,power_efficient_device,90.09,compatible
CHIP_00539,power_efficient_device,63.19,marginal
CHIP_00540,power_efficient_device,84.74,compatible
CHIP_00541,power_efficient_device,80.95,compatible
CHIP_00542,power_efficient_device,55.14,marginal
CHIP_00543,power_efficient_device,60.11,marginal
CHIP_00544,power_efficient_device,58.04,marginal
CHIP_00545,power_efficient_device,65.72,marginal
CHIP_00546,power_efficient_device,74.0,compatible
CHIP_00547,power_efficient_device,72.45,compatible
CHIP_00548,power_efficient_device,70.07,compatible
CHIP_00549,power_efficient_device,80.27,compatible
CHIP_00550,power_efficient_device,60.23,marginal
CHIP_00551,power_efficient_device,46.3,incompatible
CHIP_00552,power_efficient_device,45.64,incompatible
CHIP_00553,power_efficient_device,31.87,incompatible
CHIP_00554,power_efficient_device,60.86,marginal
CHIP_00555,power_efficient_device,73.2,compatible
CHIP_00556,power_efficient_device,68.26,marginal
CHIP_00557,power_efficient_device,86.5,compatible
CHIP_00558,power_efficient_device,75.76,compatible
CHIP_00559,power_efficient_device,66.99,marginal
CHIP_00560,power_efficient_device,58.12,marginal
CHIP_00561,power_efficient_device,47.46,incompatible
CHIP_00562,power_efficient_device,70.4,compatible
CHIP_00563,power_efficient_device,51.34,marginal
CHIP_00564,power_efficient_device,68.54,marginal
