chip_id,update_step,timestamp,vdd_voltage,idd_static_ma,idd_dynamic_ma,propagation_delay_ns,fmax_mhz,model_accuracy_old_data,model_accuracy_new_data,model_accuracy_combined,catastrophic_forgetting_risk,training_loss,validation_loss,model_version,training_samples_count,training_time_hours
CHIP_00199,2,2026-06-09T00:00:00,3.294852548941986,5.197564378673675,147.09620612118002,5.585066762879208,301.7295548355071,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00199,3,2026-06-16T00:00:00,3.186466679690491,4.884703708909924,152.36548792368473,5.506549246485411,307.34573650818226,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00199,4,2026-06-23T00:00:00,3.2450564638032287,5.0140106435432195,150.3693831988272,5.546338339263772,295.55804843379144,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00199,5,2026-06-30T00:00:00,3.1543705900911183,5.41041696814285,153.0358198911263,5.610378146955296,306.576590471619,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00199,6,2026-07-07T00:00:00,3.1529113381994196,5.742281229821339,147.89723664433754,5.45873144366315,290.00020558925377,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00199,7,2026-07-14T00:00:00,3.137710234308659,5.128883298951164,152.27781184076395,5.594389094162046,292.63513314490433,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00199,8,2026-07-21T00:00:00,3.120363688078709,5.208561393673695,145.47205325911435,5.481905327298663,294.54593184692953,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00199,9,2026-07-28T00:00:00,3.191681250991047,5.417435214787206,152.8865062618425,5.440136450285078,304.17107241506994,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00199,10,2026-08-04T00:00:00,3.165055103151204,4.800496509856613,148.88404982825244,5.64957655730155,301.2219422676909,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00200,1,2026-06-02T00:00:00,3.246075263475639,4.948350161083904,148.30785681686456,5.521041804694612,305.7858926573096,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00200,2,2026-06-09T00:00:00,3.2214478921429395,5.3802461493305245,147.85498378295932,5.435237278750311,303.6929730917161,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00200,3,2026-06-16T00:00:00,3.2860968189003805,5.375422981028796,146.35260777534558,5.483404902192795,303.5149429600166,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00200,4,2026-06-23T00:00:00,3.2220770920281945,4.837892146140761,151.77495381737634,5.468519274100853,308.17262424196105,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00200,5,2026-06-30T00:00:00,3.2772420731209126,5.381229227906671,154.5830201143093,5.556479135012338,302.8271874718751,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00200,6,2026-07-07T00:00:00,3.2538860147651034,5.313649604538294,149.83443848545716,5.389537804182288,298.38433237139253,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00200,7,2026-07-14T00:00:00,3.201171159228115,5.5636900282702895,152.2130951971552,5.5158700905037765,288.71589215526205,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00200,8,2026-07-21T00:00:00,3.115239245099763,5.228696538683815,149.86121309842997,5.641855635697793,308.3283820550742,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00200,9,2026-07-28T00:00:00,3.1261764600920543,5.2949804632530615,150.12233456098772,5.6024384766907716,294.058531198258,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00200,10,2026-08-04T00:00:00,3.1060099279373024,5.5352437008995405,151.62905819072347,5.645754193400478,300.1687380467427,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00201,1,2026-06-02T00:00:00,3.1914051658876774,5.2310610475186206,148.08695546301263,5.400416083699604,294.27774086072503,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00201,2,2026-06-09T00:00:00,3.281677080523626,5.013227521832544,145.15409364804376,5.567803781519228,292.40195934600587,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00201,3,2026-06-16T00:00:00,3.24699106792591,5.191549677701916,152.95673124508514,5.7081684786466855,292.5766183704973,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00201,4,2026-06-23T00:00:00,3.2173763071968473,5.077099411486735,151.7012490578829,5.5615668770933615,297.4372687863169,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00201,5,2026-06-30T00:00:00,3.177954890569457,4.865064743444786,153.46358474721953,5.5959204181599524,303.5888409889757,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00201,6,2026-07-07T00:00:00,3.164480193176224,5.042949359391671,147.36505480011232,5.595891758374066,293.6010338773588,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00201,7,2026-07-14T00:00:00,3.2524331534483273,4.887707225671968,151.52098035763748,5.726685470721379,301.5954487963191,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00201,8,2026-07-21T00:00:00,3.1487836856245885,5.0294549059114315,146.6546924342969,5.6570050108917584,305.9307362038747,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00201,9,2026-07-28T00:00:00,3.098057500476091,5.018281547715095,143.52549170835294,5.491923515633746,297.6317157875048,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00201,10,2026-08-04T00:00:00,3.179956162041836,5.601940107669891,151.91525621412026,5.559988033869886,295.08417141372024,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00202,1,2026-06-02T00:00:00,3.350282379875398,5.100221562227517,143.79219792423692,5.4426460352102755,295.5089198411419,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00202,2,2026-06-09T00:00:00,3.2326867995411264,5.248873198085525,149.87766535461725,5.512313459299634,306.1673658066262,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00202,3,2026-06-16T00:00:00,3.2051769455106656,5.679259857766205,148.28607722588674,5.538919819661257,297.99398202298613,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00202,4,2026-06-23T00:00:00,3.226170956675048,5.293377598521939,151.70150572026662,5.464688266937942,293.58542661276215,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00202,5,2026-06-30T00:00:00,3.325158589545285,5.054804698119835,152.59763731601595,5.38923586894768,297.60193640047663,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00202,6,2026-07-07T00:00:00,3.1736400308008776,5.38184452097835,142.43263757702417,5.576614061307833,293.05129272316054,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00202,7,2026-07-14T00:00:00,3.176217285559746,4.969101240948551,148.13355191222325,5.5426372389606735,293.33835265198405,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00202,8,2026-07-21T00:00:00,3.116223277663232,4.961987269437006,145.30048864490382,5.681795705242936,291.9197565358803,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00202,9,2026-07-28T00:00:00,3.1110659556196003,5.585867324448135,149.05516769245187,5.507483410025446,299.3311904433371,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00202,10,2026-08-04T00:00:00,3.1558966911363573,5.04920542047406,150.54955650394768,5.426750540503267,296.03399498158905,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00203,1,2026-06-02T00:00:00,3.2817102342269036,4.78361260747348,148.7290244985243,5.369177323169255,300.18539305690746,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00203,2,2026-06-09T00:00:00,3.312784712444157,4.750856839068861,148.33198470034284,5.570254624645417,305.6604535966137,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00203,3,2026-06-16T00:00:00,3.1653405093895532,5.0693645787752155,151.14939246695857,5.519794360937116,287.0160396656145,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00203,4,2026-06-23T00:00:00,3.2450545004654385,5.615800905327193,150.74998525350853,5.436889394670573,296.63436376817856,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00203,5,2026-06-30T00:00:00,3.288495653382779,5.472988762258168,152.42007985515298,5.585641258353437,295.6943144390451,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00203,6,2026-07-07T00:00:00,3.1699714409672115,5.2166231792964455,152.24872294819332,5.71089188942669,304.39169068396563,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00203,7,2026-07-14T00:00:00,3.0890307822101977,5.347198490670315,152.9102900355037,5.631886033014464,295.4538311830629,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00203,8,2026-07-21T00:00:00,3.2857054607884177,4.936874631300665,147.55043466000186,5.603359508126157,308.9840152748192,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00203,9,2026-07-28T00:00:00,3.078190257464791,5.280251490305902,154.13188101904709,5.588213784511226,296.52698072734853,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00203,10,2026-08-04T00:00:00,3.1282816450943356,5.481755397068878,154.09131635691037,5.729146888906536,299.5350153000268,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00204,1,2026-06-02T00:00:00,3.294586636268915,5.10423329468584,151.56739166994785,5.515517063787146,299.7969575883886,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00204,2,2026-06-09T00:00:00,3.319831356041362,5.534834854106513,145.67734116609972,5.521002115174056,296.15652783277386,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00204,3,2026-06-16T00:00:00,3.2244514266756963,5.240754862920596,152.30831511462742,5.518787355638866,289.83329832638594,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00204,4,2026-06-23T00:00:00,3.1717477209711906,5.42894990106005,142.1787207338952,5.6587427151682,301.8061499532227,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00204,5,2026-06-30T00:00:00,3.2658088040765008,5.140429243935712,144.3157837279313,5.5930362641506495,305.3732656201917,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00204,6,2026-07-07T00:00:00,3.2262360902756706,5.041192554953589,150.86028322638793,5.506716373122007,294.7036676790531,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00204,7,2026-07-14T00:00:00,3.207769428558992,4.920740306620452,148.01855070825516,5.4595974366527615,291.1487623835048,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00204,8,2026-07-21T00:00:00,3.14732071459213,5.668450914544593,150.24536973126422,5.4294252199435835,302.59972269871014,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00204,9,2026-07-28T00:00:00,3.204285087701748,5.166127302756022,149.46433719984685,5.641566063008339,306.30936873892523,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00204,10,2026-08-04T00:00:00,3.074008292713738,5.000265065700539,152.89425581881721,5.67990680731423,298.0306572521761,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00205,1,2026-06-02T00:00:00,3.2520933370171274,5.3383136192976135,151.68410801364388,5.43315644830965,300.0454736565284,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00205,2,2026-06-09T00:00:00,3.1924146233987676,5.285767136931376,149.41329929185142,5.476428916761526,299.43562757423786,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00205,3,2026-06-16T00:00:00,3.2420153849665123,5.388479018469669,152.07327159397568,5.51435907212072,303.2183407485949,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00205,4,2026-06-23T00:00:00,3.2400368626845806,5.032020109114189,150.02584552529055,5.525177711115688,301.726306715871,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00205,5,2026-06-30T00:00:00,3.1816488692639178,5.082877244073511,156.40627192830186,5.64397354817471,295.1969966778743,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00205,6,2026-07-07T00:00:00,3.20854704969711,5.275505019696554,151.77465352578028,5.57373413245651,304.74821322742616,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00205,7,2026-07-14T00:00:00,3.177281017232572,5.261373390535714,153.82657173094904,5.593328504108787,299.20739289664533,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00205,8,2026-07-21T00:00:00,3.155701130124305,5.291917292990091,150.82768097898642,5.521330541123813,294.6441639018806,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00205,9,2026-07-28T00:00:00,3.0700714806758778,4.942405013960878,148.26084791584634,5.5725732965533075,298.71558791222816,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00205,10,2026-08-04T00:00:00,3.0864351718426177,4.693288952961793,155.72375907328703,5.7086480122890375,300.22879925608567,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00206,1,2026-06-02T00:00:00,3.3753745336276633,4.746790764754887,155.762875361878,5.413478592324945,300.9936896264568,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00206,2,2026-06-09T00:00:00,3.1963081337432895,5.08440822866331,151.35849949399517,5.504530966886544,303.1693872204507,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00206,3,2026-06-16T00:00:00,3.244950722474363,4.963275581486747,148.59956004659298,5.61109137726157,296.1312898509651,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00206,4,2026-06-23T00:00:00,3.2657701485242465,5.52681353784958,145.3938584129616,5.653292638730104,309.5021134922235,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00206,5,2026-06-30T00:00:00,3.212600188060096,5.379725255588447,153.61101597310747,5.522451768482098,299.91140111768937,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00206,6,2026-07-07T00:00:00,3.114290023518844,5.281590508559136,152.09433598693363,5.611616302292647,304.12712361798793,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00206,7,2026-07-14T00:00:00,3.1212598910932234,5.120217972997951,156.38652203797406,5.55496716262363,299.60016893656166,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00206,8,2026-07-21T00:00:00,3.1366494979137385,5.073495752108494,155.67058763267542,5.52722985880794,292.76357238146534,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00206,9,2026-07-28T00:00:00,3.097462986134862,4.75948819948234,148.94613760505047,5.493187140214768,301.2871431546366,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00206,10,2026-08-04T00:00:00,3.066329288022006,5.666341180673655,155.19545197920797,5.678117533628759,296.92305855569964,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00207,1,2026-06-02T00:00:00,3.2870557248352794,4.5825045179567825,149.69866188243628,5.423956153193316,303.2716319057465,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00207,2,2026-06-09T00:00:00,3.3886376194622234,5.229946490792143,144.226579553136,5.483876980708562,300.2124546268723,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00207,3,2026-06-16T00:00:00,3.244367871263013,4.900756062317374,151.03587522791082,5.405749916308062,294.67545638657464,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00207,4,2026-06-23T00:00:00,3.252289882080185,4.855301030736053,152.01463481647679,5.403053622534395,308.0241294189587,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00207,5,2026-06-30T00:00:00,3.161286503879797,5.132900028458967,151.49183978327122,5.493465004749891,299.7170298053565,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00207,6,2026-07-07T00:00:00,3.208767836226006,5.528183969751046,152.97449230791887,5.542818953619732,298.066841129782,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00207,7,2026-07-14T00:00:00,3.277455427901251,5.5649667204747875,147.93452903103935,5.5799988163765555,296.9242843061091,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00207,8,2026-07-21T00:00:00,3.133233288303844,4.951151452687574,149.56423029684214,5.761155577319391,301.2953815043775,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00207,9,2026-07-28T00:00:00,2.9954419295924266,5.725017047749384,154.16888856872748,5.554071469569358,301.78631771891605,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00207,10,2026-08-04T00:00:00,3.0570300394591396,5.258923285120093,155.49563908200957,5.5728269960130286,288.651341690225,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00208,1,2026-06-02T00:00:00,3.276834838860933,5.016423482125693,153.69510570812037,5.511433642217575,297.69208844279854,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00208,2,2026-06-09T00:00:00,3.3122528072615602,5.116237069750333,147.94993195530284,5.635499756054162,300.568308822584,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00208,3,2026-06-16T00:00:00,3.2401462983339715,5.173372517423497,147.08799488575022,5.477234622382166,299.4179130091639,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00208,4,2026-06-23T00:00:00,3.2102668152487657,5.541728514844979,151.052217558181,5.62549039226364,299.24697677287924,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00208,5,2026-06-30T00:00:00,3.252814424187306,5.319258326971946,150.54026145616538,5.548671691104098,294.2278068685452,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00208,6,2026-07-07T00:00:00,3.205345786006815,5.227938579639087,149.09402411945638,5.670646177081207,292.548919870526,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00208,7,2026-07-14T00:00:00,3.138875205228378,5.58831562463386,151.64656882276074,5.565214107234724,299.85501771575076,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00208,8,2026-07-21T00:00:00,3.148970708552442,4.865001236114224,149.75221434395613,5.741652165451375,295.1033793261141,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00208,9,2026-07-28T00:00:00,3.104084949294783,5.197513771007244,150.6389543300456,5.53168771686757,300.6337075107903,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00208,10,2026-08-04T00:00:00,3.109865670614513,5.632064284532106,147.84717650143313,5.56596595171171,296.87138684193934,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00209,1,2026-06-02T00:00:00,3.3027823455044296,4.80203364083789,152.84696141277502,5.6286415590517604,294.8556382618221,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00209,2,2026-06-09T00:00:00,3.2354563552553217,4.920420547512372,158.09715861403248,5.477009989479211,307.9881272107807,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00209,3,2026-06-16T00:00:00,3.1766684002446692,4.823104710150691,148.24018640445541,5.445431068855348,298.0605063292075,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00209,4,2026-06-23T00:00:00,3.1845610898639247,4.914197522179628,153.87541598942,5.6623793622513166,303.94648249187657,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00209,5,2026-06-30T00:00:00,3.2261999477792163,5.227822919733866,149.0089079280023,5.45468424952449,300.8149785171634,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00209,6,2026-07-07T00:00:00,3.12131848037266,4.941823721247382,154.05873976861443,5.750064904172208,300.7664756908324,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00209,7,2026-07-14T00:00:00,3.2153228576147317,5.206245504766805,146.68697744173693,5.6312171618618585,301.44644661635033,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00209,8,2026-07-21T00:00:00,3.143583427694012,5.247287362568467,153.6866317357433,5.481426696657253,294.5310971055467,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00209,9,2026-07-28T00:00:00,3.069594674661978,5.385491888790749,147.63632096367223,5.521575781948475,294.671222188864,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00209,10,2026-08-04T00:00:00,3.0869695833833015,4.953787666078807,151.26161497611182,5.724730365066468,298.67745686158383,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00210,1,2026-06-02T00:00:00,3.3570660572400657,5.440199455763078,152.43320514174357,5.517468584263688,299.9125019412272,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00210,2,2026-06-09T00:00:00,3.2981899886181627,4.9624988171487905,144.5524377455976,5.569200405410296,293.94465685032515,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00210,3,2026-06-16T00:00:00,3.1918929385904806,5.120067184398737,150.0146253673396,5.388792439368437,300.2274578206657,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00210,4,2026-06-23T00:00:00,3.2683069830430522,4.821497528920265,154.21744999254628,5.383982917487006,309.7866207218548,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00210,5,2026-06-30T00:00:00,3.1794369784758256,5.243685099048068,144.82389928254298,5.543786393353069,300.142410888591,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00210,6,2026-07-07T00:00:00,3.175691894795025,5.071075676884288,147.76030644441656,5.673052661953731,298.95403567498977,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00210,7,2026-07-14T00:00:00,3.2370376188258385,5.122055293561523,149.39561591988334,5.651559424459617,290.4851251899822,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00210,8,2026-07-21T00:00:00,3.0793268319923537,5.649245491405949,147.28419821233044,5.398094898469745,307.7426359403654,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00210,9,2026-07-28T00:00:00,3.0503091176062895,5.415235819498451,151.1072555781728,5.308937168338192,296.86341488416093,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00210,10,2026-08-04T00:00:00,3.122420662473955,5.506292814455659,153.7105620514105,5.561250868509457,301.5625222104608,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00211,1,2026-06-02T00:00:00,3.245533546595996,4.6168597750761675,146.2068148729563,5.363788954480459,304.84792983945596,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00211,2,2026-06-09T00:00:00,3.1842713245470717,5.162211652194791,149.40222741778268,5.509735142654937,306.4180364759985,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00211,3,2026-06-16T00:00:00,3.2180786316392362,5.3034804684649055,150.41269005414335,5.514798109436731,310.89984562193234,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
CHIP_00211,4,2026-06-23T00:00:00,3.1479329127142313,5.546739550631234,152.3692196964699,5.492047500536821,307.346592587208,0.87,0.84,0.848,0.21999999999999997,0.33999999999999997,0.41000000000000003,v1.4,400,4
CHIP_00211,5,2026-06-30T00:00:00,3.1075944943805727,5.043470002810278,146.87455338719278,5.591208346487146,293.4346794940641,0.9,0.875,0.88,0.19999999999999998,0.3,0.375,v1.5,500,5
CHIP_00211,6,2026-07-07T00:00:00,3.2016531973370657,5.184069075253534,149.16193817203174,5.598864724603331,297.4568918803097,0.9,0.9099999999999999,0.91,0.18,0.26,0.34,v1.6,600,6
CHIP_00211,7,2026-07-14T00:00:00,3.1055682578470476,6.120411896890494,149.23849845091254,5.348239091984799,294.3895065513931,0.9,0.92,0.91,0.15999999999999998,0.21999999999999997,0.30500000000000005,v1.7,700,7
CHIP_00211,8,2026-07-21T00:00:00,3.076636165581363,5.567843684812155,151.76495797877476,5.6198712801790345,296.54988767081375,0.9,0.92,0.91,0.13999999999999999,0.18,0.27,v1.8,800,8
CHIP_00211,9,2026-07-28T00:00:00,3.1060324876471537,5.2487206689176995,150.6564204475936,5.673533343536484,299.88037706252675,0.9,0.92,0.91,0.12,0.14,0.235,v1.9,900,9
CHIP_00211,10,2026-08-04T00:00:00,3.1250056414810428,5.549867672474761,153.65332731214522,5.628815004154025,299.7942403633946,0.9,0.92,0.91,0.09999999999999998,0.09999999999999998,0.2,v1.10,1000,10
CHIP_00212,1,2026-06-02T00:00:00,3.339440312059658,4.840486224599067,147.53277226014546,5.391407840081314,300.7145728181013,0.78,0.735,0.752,0.27999999999999997,0.46,0.515,v1.1,100,1
CHIP_00212,2,2026-06-09T00:00:00,3.1673133879390436,5.218646228817903,149.87242071649834,5.633463969982105,296.24041344767505,0.81,0.77,0.784,0.26,0.42,0.48000000000000004,v1.2,200,2
CHIP_00212,3,2026-06-16T00:00:00,3.2298340857291246,5.456660999988011,154.44940694033446,5.461984763424819,300.3089061629358,0.84,0.8049999999999999,0.816,0.24,0.38,0.44500000000000006,v1.3,300,3
