chip_id,production_date,storage_start,storage_end,deployment_start,deployment_end,storage_days,deployment_days,total_lifetime_days,production_cost_yuan,testing_cost_yuan,storage_cost_yuan,deployment_cost_yuan,repair_cost_yuan,recycling_value_yuan,storage_condition,deployment_condition,final_status,total_cost_yuan,revenue_generated_yuan,roi_percent
CHIP_00241,2024-09-12,2024-09-12,2025-01-10,2025-01-10,2026-12-01,120,690,810,1425.1288561047818,267.83574544900387,16.45617060061302,765.4436251564608,393.92840601929413,85.63808746119079,excellent,good,still_running,2868.792803330153,610.6671252199816,-78.71344613974537
CHIP_00242,2024-08-06,2024-08-06,2024-11-25,2024-11-25,2026-11-15,111,720,831,1211.147168776784,160.5775579199073,23.33030107304881,472.45150534356367,236.25290007950073,263.5474988450552,excellent,fair,still_running,2103.7594331928044,3549.821047333756,68.73702341271563
CHIP_00243,2024-02-13,2024-02-13,2024-11-02,2024-11-02,2026-06-02,263,577,840,1560.6179800427044,384.46615462832636,85.19527584448078,949.1663030506836,692.3299108821268,80.14715103264949,poor,excellent,repaired_and_running,3671.7756244483217,848.3623440911522,-76.89503850827984
CHIP_00244,2024-04-06,2024-04-06,2025-04-03,2025-04-03,2026-10-03,362,548,910,1153.3506790925094,369.33776368769213,143.9619141713015,688.3344934100766,27.55036992734261,73.342377898304,poor,good,end_of_life,2382.535220288922,2697.9158887491267,13.237188091681574
CHIP_00245,2024-09-21,2024-09-21,2025-02-25,2025-02-25,2026-01-06,157,315,472,1308.2413019941446,128.41667392331746,34.74238859859654,435.2178838758732,555.7140148052406,385.00692217041876,fair,poor,end_of_life,2462.3322631971723,3266.853599079527,32.673142772281196
CHIP_00246,2024-01-31,2024-01-31,2024-08-19,2024-08-19,2025-03-16,201,209,410,1171.9343030925925,132.7209066904981,89.37725906855015,386.62447242982773,293.29628501458615,160.24818597874548,poor,excellent,still_running,2073.9532262960547,1976.7469927012112,-4.687002212120643
CHIP_00247,2024-10-29,2024-10-29,2025-02-02,2025-02-02,2026-07-07,96,520,616,1836.0446559077627,470.66536353632785,25.68619096726806,674.2609650738759,444.66973741603255,440.4338844338236,fair,good,end_of_life,3451.326912901267,2662.690983723388,-22.85022395965768
CHIP_00248,2024-11-28,2024-11-28,2025-08-18,2025-08-18,2027-05-20,263,640,903,1853.70142243556,312.72031459794226,41.2257615066032,982.3629924389993,388.9222687376922,215.35020311319138,good,poor,failed_rejected,3578.932759716797,4766.469661651547,33.1813135832348
CHIP_00249,2024-01-04,2024-01-04,2024-02-07,2024-02-07,2025-09-18,34,589,623,899.2550190821314,372.0362766693855,16.479740857203623,699.4993423967965,521.2718675705411,473.8491000488141,excellent,fair,end_of_life,2508.542246576058,3408.754817972518,35.88588442650994
CHIP_00250,2024-10-25,2024-10-25,2025-10-16,2025-10-16,2026-07-30,356,287,643,1179.8033470145867,310.55715047068577,162.49048263836812,636.6890686543782,386.71795511434084,320.1849793144723,poor,poor,end_of_life,2676.2580038923597,1015.140022940439,-62.06867867507484
CHIP_00251,2024-04-14,2024-04-14,2024-05-23,2024-05-23,2024-11-21,39,182,221,650.0178579748338,360.0207206673381,15.655060646491844,565.7006941786883,713.1136889485556,286.8546068941504,excellent,good,end_of_life,2304.5080224159074,4256.280122768833,84.69365614561002
CHIP_00252,2024-04-02,2024-04-02,2025-02-24,2025-02-24,2026-07-11,328,502,830,1953.1542880558823,161.3980113162135,67.51585119789473,929.4541439984616,21.1744344521011,252.081544847358,poor,fair,end_of_life,3132.696729020553,4900.7552987985555,56.43886793761844
CHIP_00253,2024-08-30,2024-08-30,2025-06-16,2025-06-16,2026-10-07,290,478,768,1000.4851844884764,187.2093271332878,104.14715939059813,588.4708409638541,678.936237206725,263.12492999250173,fair,fair,repaired_and_running,2559.248749182941,4968.377591740649,94.13421979113363
CHIP_00254,2024-08-19,2024-08-19,2024-10-20,2024-10-20,2026-05-06,62,563,625,916.4837452586744,452.1412233707367,10.95937442017997,459.0942927764522,971.5414612097194,220.52359022351683,good,excellent,failed_rejected,2810.2200970357626,2968.4723157124567,5.631310474351086
CHIP_00255,2024-10-03,2024-10-03,2025-10-01,2025-10-01,2027-09-23,363,722,1085,545.6799363853339,204.40604238620307,152.67552248592074,515.6588663690819,897.5470880421084,306.49434043655106,poor,excellent,end_of_life,2315.967455668648,2664.2441719508665,15.038066076004794
CHIP_00256,2024-08-19,2024-08-19,2025-07-16,2025-07-16,2027-02-12,331,576,907,574.7686899256848,186.89969177106167,36.22954921173797,248.23060362598497,832.0274531875119,418.14555572451013,poor,good,end_of_life,1878.1559877219815,1851.0864209459467,-1.4412842678135382
CHIP_00257,2024-07-29,2024-07-29,2025-06-15,2025-06-15,2026-04-17,321,306,627,1172.1814972996085,354.83801386537607,82.12838196364069,797.6840920745324,355.216852943053,285.0698345426848,poor,fair,end_of_life,2762.048838146211,4481.475634650982,62.25186074764664
CHIP_00258,2024-05-07,2024-05-07,2024-11-28,2024-11-28,2026-10-13,205,684,889,1139.2998025352454,366.87924706852675,36.86791297295271,396.7381452585323,385.8782772701682,188.48003722809298,poor,poor,repaired_and_running,2325.6633851054253,4437.812493726227,90.81920978538585
CHIP_00259,2024-06-20,2024-06-20,2024-09-05,2024-09-05,2026-01-29,77,511,588,1972.0809872471698,143.4833409170676,9.09028252883466,892.3641290225161,382.00745846194997,392.0814114631326,fair,excellent,failed_rejected,3399.026198177538,1754.1769639382194,-48.39177865475825
CHIP_00260,2024-07-03,2024-07-03,2024-08-27,2024-08-27,2026-06-10,55,652,707,1313.0287715452155,193.86785593576656,9.356925449217321,600.22391463959,824.9844233841005,156.94267344049447,excellent,fair,still_running,2941.4618909538895,4584.820542648629,55.86877248856056
CHIP_00261,2024-03-12,2024-03-12,2025-01-11,2025-01-11,2026-11-05,305,663,968,966.471185576783,407.81330476588107,67.9116582804261,668.7848406892776,991.6150203284793,383.55431731917565,fair,good,end_of_life,3102.5960096408467,2758.5484157817596,-11.089023282116376
CHIP_00262,2024-01-29,2024-01-29,2024-04-20,2024-04-20,2025-01-09,82,264,346,1960.6935911580013,457.45223584515975,31.247600989057606,458.2599132477834,257.9844349847189,170.39604122910777,excellent,fair,failed_rejected,3165.6377762247207,1398.2972532582203,-55.82889287713129
CHIP_00263,2024-05-28,2024-05-28,2025-03-03,2025-03-03,2027-01-20,279,688,967,1193.4864942336494,462.54783980300107,49.158547470119146,408.0955785079188,468.3076037491176,200.70022927031604,good,good,failed_rejected,2581.5960637638063,4123.456495494824,59.725084546460025
CHIP_00264,2024-10-08,2024-10-08,2025-05-31,2025-05-31,2026-07-09,235,404,639,1261.7943141932092,214.14396361360323,77.84963083466289,892.18988395319,345.87006175554956,380.34003228797553,excellent,fair,still_running,2791.847854350215,2178.736245754545,-21.960781553347502
CHIP_00265,2024-03-29,2024-03-29,2024-07-02,2024-07-02,2026-04-10,95,647,742,879.4847082418405,438.03666189918204,46.79160838113813,846.3582711763127,864.136145468645,128.29309151090882,fair,fair,repaired_and_running,3074.8073951671186,1569.7125900942601,-48.94923849339367
CHIP_00266,2024-06-08,2024-06-08,2024-12-29,2024-12-29,2026-11-13,204,684,888,1491.1007796077156,384.35750184758575,39.719674905629645,543.1385668947104,214.34696749633443,136.2460112302072,poor,excellent,failed_rejected,2672.663490751976,4619.4753636133755,72.84163829819248
CHIP_00267,2024-02-04,2024-02-04,2024-08-11,2024-08-11,2025-04-15,189,247,436,1498.8534360364347,294.81824128774895,69.87701813738693,498.3040050890635,949.9598360758832,465.04743540969866,good,poor,still_running,3311.8125366265176,1429.3480258804839,-56.84091384784574
CHIP_00268,2024-04-30,2024-04-30,2024-08-29,2024-08-29,2025-07-21,121,326,447,1333.7191404444206,332.99608393531423,33.634712108306985,902.392093002346,827.7223941719934,487.5607586668347,good,poor,repaired_and_running,3430.4644236623813,1273.0380449623435,-62.89021287667978
CHIP_00269,2024-05-20,2024-05-20,2025-04-16,2025-04-16,2026-01-07,331,266,597,1290.115427440552,169.03958149797666,76.6452421844488,483.3811291174309,548.0545290160558,218.25914064632497,poor,good,failed_rejected,2567.235909256464,2112.161115108782,-17.72625540593514
CHIP_00270,2024-11-30,2024-11-30,2025-10-01,2025-10-01,2027-05-29,305,605,910,1042.2206637113654,101.30691030069895,37.6608419296235,869.3112019207605,531.0834402764046,483.63292773559397,good,poor,failed_rejected,2581.5830581388527,4604.283773956761,78.3511771756102
CHIP_00271,2024-10-14,2024-10-14,2024-11-25,2024-11-25,2026-10-28,42,702,744,1324.8616505928785,267.955391289996,20.147966784568162,756.5590700606498,370.84237386647976,77.57090272313721,good,good,repaired_and_running,2740.366452594572,964.142723228822,-64.81701480778331
CHIP_00272,2024-06-11,2024-06-11,2024-07-12,2024-07-12,2025-08-04,31,388,419,1289.5499311239078,440.1302063934402,11.688774208142368,658.6014136151189,101.75864037299831,124.38790782797346,poor,fair,failed_rejected,2501.7289657136075,871.905292473099,-65.14789154130484
CHIP_00273,2024-05-25,2024-05-25,2025-05-07,2025-05-07,2026-07-18,347,437,784,1117.4378394751445,219.89368123379626,128.54476676808292,974.4537261260242,992.3343293905386,443.97185147407436,fair,poor,failed_rejected,3432.6643429935866,3519.9319316343544,2.54226979165294
CHIP_00274,2024-05-15,2024-05-15,2024-12-08,2024-12-08,2026-09-17,207,648,855,844.9582693453472,249.18448022570652,77.39143802207455,697.7313624793537,111.38085515755236,322.317309745844,good,excellent,failed_rejected,1980.6464052300341,2219.9037181256745,12.07975902532955
CHIP_00275,2024-11-03,2024-11-03,2025-04-21,2025-04-21,2026-03-04,169,317,486,1138.4816295562414,354.84254960301286,29.155327270179978,889.061684686045,25.750754711491464,279.23738225697355,fair,excellent,still_running,2437.2919458269707,567.1572685325536,-76.73002327424842
CHIP_00276,2024-11-12,2024-11-12,2025-05-01,2025-05-01,2027-01-30,170,639,809,569.2062258324495,200.43423289548707,19.820467450108907,263.15807796097266,979.9531632985221,425.4693942492823,good,excellent,end_of_life,2032.5721674375404,3707.805812605653,82.41939312197097
CHIP_00277,2024-12-18,2024-12-18,2025-10-26,2025-10-26,2026-08-26,312,304,616,881.008837325567,177.1557084965133,131.08524245038492,235.58268337327002,128.51580377502435,177.62156878769864,good,good,end_of_life,1553.3482754207594,629.1913804947476,-59.49450677284095
CHIP_00278,2024-12-29,2024-12-29,2025-09-13,2025-09-13,2027-07-28,258,683,941,1774.4181355614703,306.5282266013542,59.22126041814822,730.1915358372272,282.6026858919129,236.76105317455693,poor,good,still_running,3152.961844310113,1932.1426442961604,-38.71975812891815
CHIP_00279,2024-03-21,2024-03-21,2024-08-21,2024-08-21,2026-07-03,153,681,834,632.5524234245008,426.7103245381346,40.14117171813693,866.2268851200829,410.96437311814594,392.97954332085635,fair,fair,failed_rejected,2376.5951779190013,4044.4453815489874,70.17813631560055
CHIP_00280,2024-07-11,2024-07-11,2024-12-26,2024-12-26,2026-02-22,168,423,591,799.8969300354884,344.69196915805446,46.294293649488836,522.2569517567154,830.9597014063703,498.08519084261866,excellent,poor,end_of_life,2544.0998460061173,3037.3078023118846,19.386344332359247
CHIP_00281,2024-05-26,2024-05-26,2024-09-03,2024-09-03,2026-03-07,100,550,650,1090.2641376965664,269.50250273997995,10.626124134134947,889.3238314401657,645.2215432557956,310.2531760749636,poor,poor,repaired_and_running,2904.9381392666423,3071.481975624279,5.73312849958592
CHIP_00282,2024-02-22,2024-02-22,2024-12-26,2024-12-26,2025-08-27,308,244,552,1114.8530027709967,126.03025975799969,74.08437531240185,794.7083439734564,729.6686653167394,462.99353142925185,poor,excellent,failed_rejected,2839.344647131594,4714.323368024828,66.03561574630974
CHIP_00283,2024-10-31,2024-10-31,2025-01-30,2025-01-30,2025-11-12,91,286,377,1926.3386730002032,478.4791235736189,30.57000151965149,507.5245113916288,655.4580114679916,196.05494255159402,good,excellent,repaired_and_running,3598.3703209530945,960.7366210069579,-73.30078520788574
CHIP_00284,2024-12-11,2024-12-11,2025-05-20,2025-05-20,2027-05-17,160,727,887,1319.7310301353314,238.25942866418833,55.22048192495319,528.0028653067304,200.40814988995447,101.55201172350885,excellent,fair,repaired_and_running,2341.621955921158,1976.2637840899838,-15.602782118920134
CHIP_00285,2024-06-05,2024-06-05,2024-10-10,2024-10-10,2025-07-18,127,281,408,1145.8553951772394,354.56033627629796,59.65293400534735,484.95737584440207,665.6006849581946,352.29916394071046,fair,fair,repaired_and_running,2710.6267262614815,2197.7913400449984,-18.919439598523766
CHIP_00286,2024-09-14,2024-09-14,2024-12-04,2024-12-04,2026-10-06,81,671,752,1010.9243472912442,265.6650747566321,31.007196588169624,384.7772687806537,379.1465202857166,125.01213106778164,fair,good,end_of_life,2071.520407702416,766.7964926130279,-62.98387938820721
CHIP_00287,2024-11-26,2024-11-26,2025-10-05,2025-10-05,2027-05-01,313,573,886,715.5444906367048,134.0411920618925,112.94707493896605,625.5688421493066,314.87509767638835,427.1186695083688,fair,fair,repaired_and_running,1902.9766974632582,1102.7739972879617,-42.05005249102618
CHIP_00288,2024-01-15,2024-01-15,2024-07-14,2024-07-14,2025-11-04,181,478,659,1671.4703063382735,228.3605532383388,28.748280986942422,450.4622030328493,468.1312076883496,341.2023684214818,excellent,good,failed_rejected,2847.172551284754,2018.775641547897,-29.09542343554317
CHIP_00289,2024-05-19,2024-05-19,2024-07-14,2024-07-14,2025-09-04,56,417,473,1567.1064077830438,176.9886873635113,21.19310666623349,818.9391288592293,494.1844761241493,246.63490917788144,fair,poor,repaired_and_running,3078.411806796167,1586.9193502599492,-48.450062894232374
CHIP_00290,2024-05-08,2024-05-08,2024-07-31,2024-07-31,2025-04-02,84,245,329,1251.9430277341294,223.17875607414237,21.034220598917237,591.3885675466668,609.7251083819926,285.67527451397035,good,fair,repaired_and_running,2697.2696803358485,4449.793277927554,64.97398500299353
CHIP_00291,2024-12-17,2024-12-17,2025-05-03,2025-05-03,2026-12-27,137,603,740,983.2590813513195,381.17155037436305,23.377825895023957,766.3043739523738,300.5865173074488,336.33009387705016,fair,good,still_running,2454.699348880529,2062.2820516117386,-15.986369061765279
CHIP_00292,2024-01-24,2024-01-24,2024-08-29,2024-08-29,2026-06-26,218,666,884,1897.881387386791,359.7936244919646,61.24695653459116,752.8161299502054,6.860434045631303,126.63879731157988,fair,excellent,failed_rejected,3078.5985324091835,1702.3330253273796,-44.70428646650447
CHIP_00293,2024-04-19,2024-04-19,2024-09-07,2024-09-07,2025-12-27,141,476,617,1989.039059378101,477.241623752356,44.983269714963484,630.5408853962826,296.10854931119644,112.18863327243992,fair,good,still_running,3437.9133875528996,4006.0444228247015,16.525460976670985
CHIP_00294,2024-10-20,2024-10-20,2025-07-27,2025-07-27,2026-11-20,280,481,761,1961.625902059911,180.5962033360733,52.654356523848605,898.7779820498213,335.3801405657043,304.2757089383482,good,excellent,end_of_life,3429.0345845353586,2283.9985587180763,-33.39237320560408
CHIP_00295,2024-12-22,2024-12-22,2025-03-07,2025-03-07,2026-09-25,75,567,642,693.3399572910879,246.15172813494283,23.629069597564133,253.37460826612795,155.33256259592974,59.143074206795355,fair,excellent,still_running,1371.8279258856523,3456.4615484557426,151.96028475832713
CHIP_00296,2024-11-05,2024-11-05,2025-01-17,2025-01-17,2026-07-28,73,557,630,1335.2709919339247,339.7618402743057,15.620501631853774,471.1510244741316,113.12926168691683,205.7801771658061,poor,fair,end_of_life,2274.9336200011326,2166.04869999024,-4.786289984621104
CHIP_00297,2024-02-23,2024-02-23,2024-11-13,2024-11-13,2026-07-07,264,601,865,910.3809894465295,124.49826884158979,57.057669773725934,669.5490591496817,217.59015459730912,310.8026675859217,poor,poor,repaired_and_running,1979.0761418088362,1423.2634238735475,-28.084453457525232
CHIP_00298,2024-05-30,2024-05-30,2024-08-28,2024-08-28,2026-02-20,90,541,631,1693.9494732071867,148.95092767577728,11.712394107521357,944.6114527537089,171.37846745780473,403.21143188520074,fair,poor,still_running,2970.6027152019988,3746.5775105797816,26.121796476073616
CHIP_00299,2024-09-23,2024-09-23,2024-12-21,2024-12-21,2026-09-04,89,622,711,978.2949810677312,170.95810749584172,34.97780012159807,683.1264369564105,842.0575911029073,84.33099843265659,fair,excellent,failed_rejected,2709.4149167444884,2270.6817474552236,-16.19291185627733
CHIP_00300,2024-11-15,2024-11-15,2025-05-11,2025-05-11,2026-12-20,177,588,765,623.597279583305,346.228520181898,19.742412338129565,234.76352897079,396.02627554718373,485.99860229987115,fair,good,end_of_life,1620.3580166213062,2093.012122273646,29.169732911118977
CHIP_00301,2024-06-04,2024-06-04,2024-09-08,2024-09-08,2025-10-17,96,404,500,1519.2384802338242,442.30955663020796,24.486682961704062,556.7873688112629,557.388594219712,423.20880516824576,poor,excellent,still_running,3100.210682856711,4205.847886622512,35.66329249427022
CHIP_00302,2024-02-06,2024-02-06,2024-09-24,2024-09-24,2025-03-26,231,183,414,1583.818365055271,236.21850551818628,49.211739009728525,833.2256816584597,478.79130512417925,236.5576679162247,poor,poor,repaired_and_running,3181.265596365825,1522.5392253978223,-52.14045544838753
CHIP_00303,2024-11-04,2024-11-04,2025-03-02,2025-03-02,2026-06-14,118,469,587,821.3886522913335,316.20469926511635,25.775025962474057,550.6428501627096,536.2464768281848,318.94374476763863,excellent,fair,end_of_life,2250.2577045098183,2883.948416187323,28.160806222660785
CHIP_00304,2024-12-22,2024-12-22,2025-06-07,2025-06-07,2026-05-25,167,352,519,1102.7324012844251,118.81100282070548,22.29016628287622,315.5215910356069,319.97993392566724,446.8972591044329,excellent,excellent,still_running,1879.335095349281,811.210831250887,-56.835221496243015
CHIP_00305,2024-04-13,2024-04-13,2024-08-10,2024-08-10,2026-02-27,119,566,685,668.0299048067466,250.76175405118036,41.98132428511868,912.3361676971737,283.2636671095259,423.65207005518397,poor,excellent,still_running,2156.3728179497452,4982.919228219713,131.07874421072586
CHIP_00306,2024-08-24,2024-08-24,2025-06-23,2025-06-23,2026-11-22,303,517,820,1926.57066710878,287.6313741166636,150.3842124656786,521.7685871731933,74.87077605131608,204.50287352721054,poor,good,failed_rejected,2961.2256169156317,562.3133298243682,-81.01079071408056
CHIP_00307,2024-01-18,2024-01-18,2024-07-20,2024-07-20,2025-03-25,184,248,432,730.7788319343531,463.60997882639884,40.3586840832157,215.93501867702187,840.3611713138571,219.1740095568512,good,poor,still_running,2291.0436848348463,1794.301798826242,-21.681903723473205
CHIP_00308,2024-10-21,2024-10-21,2025-01-22,2025-01-22,2026-07-27,93,551,644,975.1451859072357,172.36708088569452,31.296816235515784,638.3117083688192,852.4756477251469,296.4837769026359,excellent,good,still_running,2669.596439122412,4295.384340793495,60.900137483159625
CHIP_00309,2024-11-25,2024-11-25,2025-09-24,2025-09-24,2027-09-11,303,717,1020,1679.7856506296353,246.44005327218045,111.049298469337,659.2687869717233,773.9457711292165,184.53745540400544,poor,poor,repaired_and_running,3470.4895604720928,2507.226626388229,-27.755822839957794
CHIP_00310,2024-02-02,2024-02-02,2024-05-05,2024-05-05,2025-01-27,93,267,360,1676.1452630482772,492.97548231030964,17.323382303609726,469.64713940713824,815.5305262362541,324.30444344903196,excellent,excellent,failed_rejected,3471.6217933055887,2323.0368008975347,-33.0849689509064
CHIP_00311,2024-10-13,2024-10-13,2025-02-22,2025-02-22,2026-04-15,132,417,549,1562.2500075865375,173.68405585820335,62.1804623345524,221.83612106473117,907.659702100274,195.1336825401347,fair,excellent,still_running,2927.6103489442985,2262.3967536539667,-22.722067351968782
CHIP_00312,2024-11-13,2024-11-13,2025-07-19,2025-07-19,2027-04-19,248,639,887,1487.2872392349864,317.97384470887334,29.628259412296114,351.2386332621542,238.90736959098,315.9005286115086,good,excellent,repaired_and_running,2425.0353462092903,3608.877284288242,48.81751269850487
CHIP_00313,2024-04-10,2024-04-10,2025-01-28,2025-01-28,2026-07-16,293,534,827,1293.5046359790822,160.06785752171604,138.23045425057472,951.3946631343659,613.0984013103578,355.939590036719,fair,good,end_of_life,3156.296012196097,4409.201410658387,39.69543393968743
CHIP_00314,2024-02-05,2024-02-05,2024-10-01,2024-10-01,2025-09-11,239,345,584,1829.005561897011,419.6731761945072,24.234732540711192,224.05235314388284,700.5195760283008,472.8717212772321,excellent,good,failed_rejected,3197.485399804413,3070.330393806796,-3.976718893083766
CHIP_00315,2024-12-19,2024-12-19,2025-05-01,2025-05-01,2026-02-08,133,283,416,1830.8699437289747,403.88165595305503,41.12433480206817,432.22777069629853,128.88989966003152,121.43971036093556,fair,excellent,end_of_life,2836.993604840428,3435.1726732614106,21.084963582588987
CHIP_00316,2024-06-13,2024-06-13,2024-07-26,2024-07-26,2025-04-10,43,258,301,575.6349448769016,436.3570438005548,21.40782917201056,913.9004003291691,262.10943700602763,360.80405542284336,poor,excellent,repaired_and_running,2209.4096551846637,1246.4860208907862,-43.58284721143738
CHIP_00317,2024-01-04,2024-01-04,2024-12-17,2024-12-17,2025-07-14,348,209,557,1282.7845938384144,195.99728830374036,59.9525119920918,763.609755781689,676.3381365988429,366.07052230893385,good,excellent,failed_rejected,2978.6822865147783,3940.2639120046256,32.28211447199864
CHIP_00318,2024-11-19,2024-11-19,2025-11-17,2025-11-17,2027-06-08,363,568,931,1343.0916114546797,352.3412169224366,119.35021268669252,853.5168153376765,224.5846356859319,187.62968681967538,fair,good,repaired_and_running,2892.884492087417,3213.847335138988,11.09490696671314
CHIP_00319,2024-02-02,2024-02-02,2024-11-11,2024-11-11,2026-02-05,283,451,734,1835.480900600485,112.79945559708567,123.62552179799276,925.9159573760421,663.4439150431945,474.82215929841084,poor,excellent,repaired_and_running,3661.2657504148,2023.9786967872876,-44.719153572559364
CHIP_00320,2024-07-04,2024-07-04,2024-10-12,2024-10-12,2026-05-16,100,581,681,1947.018133795187,158.7426263280951,47.59752085248075,998.8294977467772,458.53899945935285,334.79922704287213,excellent,fair,failed_rejected,3610.7267781818928,1807.650736695222,-49.93665132410192
CHIP_00321,2024-01-10,2024-01-10,2024-06-30,2024-06-30,2025-06-07,172,342,514,1170.334641043178,120.95655666312246,25.707057464271205,699.1420438273452,771.6058863270613,168.85019160883084,fair,good,still_running,2787.7461853249783,3498.774132326872,25.505476457822013
CHIP_00322,2024-05-20,2024-05-20,2025-02-06,2025-02-06,2026-08-10,262,550,812,1342.7385771676627,355.6858450949448,111.9997508355368,353.70789365591384,263.5990545443058,361.61883688743615,good,excellent,still_running,2427.731121298364,735.4201342097883,-69.70751300430331
CHIP_00323,2024-04-15,2024-04-15,2024-08-15,2024-08-15,2025-08-25,122,375,497,1979.8636896858807,468.93981501369024,53.125654757643886,579.2724424111587,855.4163856021153,154.67453276070174,good,fair,still_running,3936.6179874704894,4779.588527164307,21.413572319611244
CHIP_00324,2024-02-29,2024-02-29,2024-09-19,2024-09-19,2025-07-28,203,312,515,819.327737149652,411.74674780869117,55.75097103008958,831.1822113642899,284.0153285277769,218.92036839042657,excellent,poor,still_running,2402.0229958805,647.3600987224089,-73.0493796340568
CHIP_00325,2024-01-01,2024-01-01,2024-07-14,2024-07-14,2025-12-04,195,508,703,1256.1053226421204,331.6887081285518,78.18085876014719,449.803416987689,464.93818681640596,457.59743425573413,poor,poor,still_running,2580.7164933349145,1440.4544588725817,-44.183932539945005
CHIP_00326,2024-06-06,2024-06-06,2025-03-01,2025-03-01,2026-06-24,268,480,748,1397.2277289504473,432.39187016293863,129.2234475354584,947.4058200105542,52.43603876277692,255.24028664398315,good,excellent,failed_rejected,2958.6849054221757,3927.156290875877,32.733170865165505
CHIP_00327,2024-03-30,2024-03-30,2024-07-29,2024-07-29,2026-07-26,121,727,848,825.1222333328744,238.77047993527265,19.9577103638705,451.30260028143203,205.887448126152,96.87346893458587,good,poor,still_running,1741.0404720396016,1479.7439088827336,-15.0080694477345
CHIP_00328,2024-04-28,2024-04-28,2024-06-14,2024-06-14,2025-04-01,47,291,338,933.0247186423846,330.1934073057822,19.626741743960977,378.18551968550037,243.91174909397773,236.05894955155347,fair,excellent,failed_rejected,1904.9421364716059,2353.6869256088994,23.556872439625533
CHIP_00329,2024-11-28,2024-11-28,2025-03-15,2025-03-15,2027-01-21,107,677,784,1426.5994666859342,461.45253792977286,35.41439733261828,967.4300647532567,243.9426699918481,417.96302062965435,excellent,poor,end_of_life,3134.83913669343,2695.1715228279418,-14.025204952916393
CHIP_00330,2024-11-22,2024-11-22,2025-04-30,2025-04-30,2025-12-23,159,237,396,1832.9524684846701,309.1384379568659,29.536696307110624,758.8180042373817,420.08160160505025,398.21737629215545,fair,excellent,still_running,3350.5272085910783,1935.9091868145156,-42.22075911365066
CHIP_00331,2024-05-26,2024-05-26,2024-08-03,2024-08-03,2025-08-07,69,369,438,1293.6805757560178,104.60582425140798,9.661117150958749,668.3333728107959,184.09830011134275,208.00820363006798,good,good,still_running,2260.379190080523,826.5744689210549,-63.43204394429019
CHIP_00332,2024-11-24,2024-11-24,2025-05-10,2025-05-10,2026-11-02,167,541,708,1252.0082997812633,433.91827272425246,39.51767365900855,635.2269138246979,691.93976344427,82.30309000406619,good,fair,end_of_life,3052.6109234334926,3744.5222595982355,22.666214382358955
CHIP_00333,2024-09-11,2024-09-11,2024-12-06,2024-12-06,2026-03-26,86,475,561,1210.0917037175905,238.53025925581127,16.71936518661114,434.0057770543548,647.661941629102,233.0674709697779,fair,good,still_running,2547.0090468434696,4194.505228680655,64.68356223072476
CHIP_00334,2024-11-27,2024-11-27,2025-08-30,2025-08-30,2027-02-03,276,522,798,1142.0439099444948,335.7292392486744,118.03910448038464,514.9728821067451,336.22400227725467,487.62051919387545,excellent,fair,still_running,2447.0091380575536,728.6958077079405,-70.220960912047
CHIP_00335,2024-12-12,2024-12-12,2025-07-23,2025-07-23,2027-07-06,223,713,936,1593.6452451415994,376.9351239623659,89.47149817743906,303.44381016654506,862.5680623670507,73.03973399319882,good,poor,end_of_life,3226.063739815,677.900351877026,-78.98676509361528
CHIP_00336,2024-10-18,2024-10-18,2025-09-15,2025-09-15,2026-11-23,332,434,766,1575.7891756883523,137.5097504193892,121.01305882495365,220.43365551924586,816.3899705725852,118.09523960284187,excellent,good,repaired_and_running,2871.135611024526,3869.466339468168,34.77128438692594
CHIP_00337,2024-06-18,2024-06-18,2025-01-23,2025-01-23,2026-12-20,219,696,915,1764.2156472509841,331.350387659586,63.945995500126486,738.3297732167214,356.3486753126853,403.2764112581807,poor,excellent,still_running,3254.1904789401033,1326.3830707106213,-59.240767272399275
CHIP_00338,2024-03-30,2024-03-30,2024-05-06,2024-05-06,2025-04-22,37,351,388,942.371528446993,155.64557792725532,7.939522928018039,920.590863625721,668.6645713356423,402.1346287954207,poor,poor,end_of_life,2695.2120642636296,2151.537269246467,-20.171874496476857
CHIP_00339,2024-04-28,2024-04-28,2024-11-12,2024-11-12,2026-02-24,198,469,667,1152.020564825381,482.80799796212176,89.96470641703438,750.7962850106501,434.73571787686546,218.04617891797213,good,fair,repaired_and_running,2910.3252720920527,4379.109473137727,50.468042700596705
CHIP_00340,2024-03-31,2024-03-31,2024-10-19,2024-10-19,2025-08-24,202,309,511,1051.004278785158,493.62754008932205,64.75363942104272,491.0269176621212,109.64273817854509,323.47190734388994,excellent,poor,repaired_and_running,2210.0551141361893,1122.6788765378287,-49.201317679508044
CHIP_00341,2024-07-18,2024-07-18,2025-01-01,2025-01-01,2026-11-05,167,673,840,1193.5069087466102,232.93413097477872,67.87148402802572,580.1403565515793,199.8765053046352,416.1742795158643,fair,excellent,end_of_life,2274.329385605629,3215.816797125322,41.3962646518321
CHIP_00342,2024-09-18,2024-09-18,2025-06-27,2025-06-27,2025-12-29,282,185,467,1826.103601409222,352.4469305680725,97.30103942456152,527.1450896600917,607.0120308292292,129.63077247102495,good,fair,still_running,3410.0086918911775,3699.9476481390593,8.502587015022616
