chip_id,fail_proba,decision,detail,ground_truth
CHIP_00492,0.006,reuse,high_reliability_critical,reuse
CHIP_00493,0.722,repair,noise_margin_insufficient,repair
CHIP_00494,0.008,reuse,power_efficient_device,reuse
CHIP_00495,0.017,reuse,high_frequency_computing,reuse
CHIP_00496,0.004,reuse,power_efficient_device,reuse
CHIP_00497,0.005,reuse,power_efficient_device,reuse
CHIP_00498,0.007,reuse,power_efficient_device,reuse
CHIP_00499,0.976,repair,noise_margin_insufficient,repair
CHIP_00500,0.011,reuse,high_frequency_computing,reuse
CHIP_00501,0.021,reuse,high_frequency_computing,reuse
CHIP_00502,0.005,reuse,power_efficient_device,reuse
CHIP_00503,0.887,repair,noise_margin_insufficient,repair
CHIP_00504,0.972,repair,noise_margin_insufficient,repair
CHIP_00505,0.003,reuse,power_efficient_device,reuse
CHIP_00506,0.025,reuse,high_frequency_computing,reuse
CHIP_00507,0.002,reuse,power_efficient_device,reuse
CHIP_00508,0.004,reuse,high_reliability_critical,reuse
CHIP_00509,0.005,reuse,consumer_electronics,reuse
CHIP_00510,0.007,reuse,high_reliability_critical,reuse
CHIP_00511,0.009,reuse,high_reliability_critical,reuse
CHIP_00512,0.017,reuse,consumer_electronics,reuse
CHIP_00513,0.007,reuse,power_efficient_device,reuse
CHIP_00514,0.01,reuse,high_frequency_computing,reuse
CHIP_00515,0.034,reuse,consumer_electronics,repair
CHIP_00516,0.953,repair,multi_param_combined,repair
CHIP_00517,0.002,reuse,power_efficient_device,reuse
CHIP_00518,0.003,reuse,high_reliability_critical,reuse
CHIP_00519,0.013,reuse,high_frequency_computing,reuse
CHIP_00520,0.005,reuse,high_reliability_critical,reuse
CHIP_00521,0.041,reuse,power_efficient_device,reuse
CHIP_00522,0.016,reuse,high_frequency_computing,reuse
CHIP_00523,0.003,reuse,high_reliability_critical,reuse
CHIP_00524,0.012,reuse,high_frequency_computing,reuse
CHIP_00525,0.003,reuse,high_reliability_critical,reuse
CHIP_00526,0.042,reuse,high_frequency_computing,reuse
CHIP_00527,0.068,reuse,high_reliability_critical,reuse
CHIP_00528,0.303,repair,noise_margin_insufficient,repair
CHIP_00529,0.032,reuse,high_frequency_computing,reuse
CHIP_00530,0.006,reuse,high_reliability_critical,reuse
CHIP_00531,0.005,reuse,consumer_electronics,reuse
CHIP_00532,0.005,reuse,consumer_electronics,reuse
CHIP_00533,0.006,reuse,high_frequency_computing,reuse
CHIP_00534,0.006,reuse,high_reliability_critical,reuse
CHIP_00535,0.011,reuse,high_frequency_computing,reuse
CHIP_00536,0.006,reuse,power_efficient_device,reuse
CHIP_00537,0.181,reuse,high_frequency_computing,repair
CHIP_00538,0.006,reuse,power_efficient_device,reuse
CHIP_00539,0.012,reuse,high_reliability_critical,reuse
CHIP_00540,0.006,reuse,power_efficient_device,reuse
CHIP_00541,0.01,reuse,power_efficient_device,reuse
CHIP_00542,0.012,reuse,high_reliability_critical,reuse
CHIP_00543,0.004,reuse,high_reliability_critical,reuse
CHIP_00544,0.016,reuse,high_reliability_critical,repair
CHIP_00545,0.239,reuse,consumer_electronics,reuse
CHIP_00546,0.002,reuse,high_frequency_computing,reuse
CHIP_00547,0.007,reuse,power_efficient_device,reuse
CHIP_00548,0.054,reuse,high_frequency_computing,reuse
CHIP_00549,0.008,reuse,high_frequency_computing,reuse
CHIP_00550,0.006,reuse,consumer_electronics,reuse
CHIP_00551,0.013,reuse,high_frequency_computing,reuse
CHIP_00552,0.024,reuse,consumer_electronics,reuse
CHIP_00553,0.031,reuse,high_frequency_computing,repair
CHIP_00554,0.005,reuse,consumer_electronics,reuse
CHIP_00555,0.02,reuse,power_efficient_device,reuse
CHIP_00556,0.164,reuse,high_reliability_critical,reuse
CHIP_00557,0.013,reuse,power_efficient_device,reuse
CHIP_00558,0.009,reuse,power_efficient_device,reuse
CHIP_00559,0.024,reuse,high_reliability_critical,repair
CHIP_00560,0.003,reuse,consumer_electronics,reuse
CHIP_00561,0.005,reuse,consumer_electronics,reuse
CHIP_00562,0.004,reuse,high_frequency_computing,reuse
CHIP_00563,0.013,reuse,high_reliability_critical,reuse
CHIP_00564,0.014,reuse,high_frequency_computing,reuse
CHIP_00565,0.04,reuse,high_frequency_computing,reuse
CHIP_00566,0.212,reuse,high_reliability_critical,reject
CHIP_00567,0.006,reuse,power_efficient_device,reuse
CHIP_00568,0.005,reuse,high_reliability_critical,reuse
CHIP_00569,0.006,reuse,power_efficient_device,reuse
CHIP_00570,0.002,reuse,high_reliability_critical,reuse
CHIP_00571,0.003,reuse,high_reliability_critical,reuse
CHIP_00572,0.005,reuse,high_frequency_computing,reuse
CHIP_00573,0.008,reuse,power_efficient_device,reuse
CHIP_00574,0.004,reuse,high_reliability_critical,reuse
CHIP_00575,0.004,reuse,power_efficient_device,reuse
CHIP_00576,0.021,reuse,high_frequency_computing,reuse
CHIP_00577,0.008,reuse,high_frequency_computing,reuse
CHIP_00578,0.009,reuse,high_reliability_critical,reuse
CHIP_00579,0.004,reuse,high_frequency_computing,reuse
CHIP_00580,0.008,reuse,high_reliability_critical,reuse
CHIP_00581,0.084,reuse,power_efficient_device,reuse
CHIP_00582,0.01,reuse,high_reliability_critical,reuse
CHIP_00583,0.007,reuse,power_efficient_device,reuse
CHIP_00584,0.986,reject,physical_damage,reject
CHIP_00585,0.635,reject,physical_damage,reject
CHIP_00586,0.01,reuse,high_reliability_critical,reuse
CHIP_00587,0.004,reuse,power_efficient_device,reuse
CHIP_00588,0.003,reuse,consumer_electronics,reuse
CHIP_00589,0.015,reuse,high_frequency_computing,reuse
CHIP_00590,0.009,reuse,high_reliability_critical,reuse
CHIP_00591,0.014,reuse,high_frequency_computing,reuse
CHIP_00592,0.108,reuse,high_frequency_computing,reuse
CHIP_00593,0.008,reuse,power_efficient_device,reuse
CHIP_00594,0.006,reuse,power_efficient_device,reuse
CHIP_00595,0.007,reuse,power_efficient_device,reuse
CHIP_00596,0.005,reuse,high_reliability_critical,reuse
CHIP_00597,0.007,reuse,high_frequency_computing,reuse
CHIP_00598,0.925,repair,noise_margin_insufficient,repair
CHIP_00599,0.005,reuse,high_reliability_critical,reuse
CHIP_00600,0.022,reuse,high_frequency_computing,reuse
CHIP_00601,0.005,reuse,power_efficient_device,reuse
CHIP_00602,0.013,reuse,consumer_electronics,reuse
CHIP_00603,0.006,reuse,power_efficient_device,reuse
CHIP_00604,0.003,reuse,power_efficient_device,reuse
CHIP_00605,0.026,reuse,consumer_electronics,reuse
CHIP_00606,0.026,reuse,consumer_electronics,repair
CHIP_00607,0.011,reuse,high_frequency_computing,reuse
CHIP_00608,0.005,reuse,power_efficient_device,reuse
CHIP_00609,0.015,reuse,high_frequency_computing,reuse
CHIP_00610,0.002,reuse,power_efficient_device,reuse
CHIP_00611,0.803,repair,multi_param_combined,repair
CHIP_00612,0.007,reuse,power_efficient_device,reuse
CHIP_00613,0.051,reuse,high_frequency_computing,reuse
CHIP_00614,0.015,reuse,power_efficient_device,reuse
CHIP_00615,0.86,reject,physical_damage,repair
CHIP_00616,0.011,reuse,high_frequency_computing,reuse
CHIP_00617,0.008,reuse,high_reliability_critical,reuse
CHIP_00618,0.781,repair,noise_margin_insufficient,repair
CHIP_00619,0.019,reuse,high_frequency_computing,reuse
CHIP_00620,0.004,reuse,power_efficient_device,reuse
CHIP_00621,0.005,reuse,power_efficient_device,reuse
CHIP_00622,0.003,reuse,power_efficient_device,reuse
CHIP_00623,0.004,reuse,high_reliability_critical,reuse
CHIP_00624,0.012,reuse,high_frequency_computing,reuse
CHIP_00625,0.009,reuse,power_efficient_device,reuse
CHIP_00626,0.003,reuse,power_efficient_device,reuse
CHIP_00627,0.025,reuse,high_frequency_computing,reuse
CHIP_00628,0.017,reuse,high_reliability_critical,reuse
CHIP_00629,0.008,reuse,power_efficient_device,reuse
CHIP_00630,0.975,repair,thermal_accumulation,repair
CHIP_00631,0.014,reuse,high_frequency_computing,reuse
CHIP_00632,0.006,reuse,high_reliability_critical,reuse
CHIP_00633,0.014,reuse,power_efficient_device,reuse
CHIP_00634,0.002,reuse,high_reliability_critical,reuse
CHIP_00635,0.003,reuse,power_efficient_device,reuse
CHIP_00636,0.005,reuse,high_reliability_critical,reuse
CHIP_00637,0.004,reuse,high_reliability_critical,reuse
CHIP_00638,0.01,reuse,consumer_electronics,reuse
CHIP_00639,0.017,reuse,high_frequency_computing,reuse
CHIP_00640,0.006,reuse,power_efficient_device,reuse
CHIP_00641,0.259,reuse,consumer_electronics,repair
CHIP_00642,0.012,reuse,high_frequency_computing,reuse
CHIP_00643,0.006,reuse,consumer_electronics,reuse
CHIP_00644,0.007,reuse,power_efficient_device,reuse
CHIP_00645,0.008,reuse,high_frequency_computing,reuse
CHIP_00646,0.01,reuse,consumer_electronics,reuse
CHIP_00647,0.01,reuse,high_reliability_critical,reuse
CHIP_00648,0.005,reuse,power_efficient_device,reuse
CHIP_00649,0.013,reuse,high_frequency_computing,reuse
CHIP_00650,0.012,reuse,high_frequency_computing,reuse
CHIP_00651,0.004,reuse,high_reliability_critical,reuse
CHIP_00652,0.276,reuse,high_frequency_computing,repair
CHIP_00653,0.005,reuse,power_efficient_device,reuse
CHIP_00654,0.018,reuse,high_frequency_computing,reuse
CHIP_00655,0.003,reuse,high_frequency_computing,reuse
CHIP_00656,0.007,reuse,power_efficient_device,reuse
CHIP_00657,0.015,reuse,high_reliability_critical,reuse
CHIP_00658,0.013,reuse,consumer_electronics,reuse
CHIP_00659,0.006,reuse,high_reliability_critical,reuse
CHIP_00660,0.692,repair,multi_param_combined,reuse
CHIP_00661,0.003,reuse,power_efficient_device,reuse
CHIP_00662,0.01,reuse,power_efficient_device,reuse
CHIP_00663,0.004,reuse,power_efficient_device,reuse
CHIP_00664,0.006,reuse,high_reliability_critical,reuse
CHIP_00665,0.012,reuse,high_reliability_critical,reuse
CHIP_00666,0.004,reuse,power_efficient_device,reuse
CHIP_00667,0.005,reuse,high_reliability_critical,reuse
CHIP_00668,0.014,reuse,power_efficient_device,reuse
CHIP_00669,0.011,reuse,power_efficient_device,reuse
CHIP_00670,0.011,reuse,high_frequency_computing,reuse
CHIP_00671,0.027,reuse,high_frequency_computing,reuse
CHIP_00672,0.004,reuse,consumer_electronics,reuse
CHIP_00673,0.014,reuse,power_efficient_device,reuse
CHIP_00674,0.005,reuse,high_frequency_computing,reuse
CHIP_00675,0.004,reuse,power_efficient_device,reuse
CHIP_00676,0.014,reuse,high_frequency_computing,reuse
CHIP_00677,0.01,reuse,high_reliability_critical,reuse
CHIP_00678,0.058,reuse,high_reliability_critical,repair
CHIP_00679,0.007,reuse,consumer_electronics,reuse
CHIP_00680,0.034,reuse,high_frequency_computing,reuse
CHIP_00681,0.705,repair,multi_param_combined,reuse
CHIP_00682,0.036,reuse,high_frequency_computing,reuse
CHIP_00683,0.006,reuse,power_efficient_device,reuse
CHIP_00684,0.003,reuse,power_efficient_device,reuse
CHIP_00685,0.006,reuse,power_efficient_device,reuse
CHIP_00686,0.014,reuse,high_frequency_computing,reuse
CHIP_00687,0.014,reuse,consumer_electronics,reuse
CHIP_00688,0.188,reuse,high_frequency_computing,reject
CHIP_00689,0.002,reuse,power_efficient_device,reuse
CHIP_00690,0.03,reuse,consumer_electronics,reuse
CHIP_00691,0.007,reuse,high_reliability_critical,reuse
CHIP_00692,0.012,reuse,high_frequency_computing,reuse
CHIP_00693,0.005,reuse,power_efficient_device,reuse
CHIP_00694,0.003,reuse,high_reliability_critical,reuse
CHIP_00695,0.004,reuse,power_efficient_device,reuse
CHIP_00696,0.005,reuse,high_reliability_critical,reuse
CHIP_00697,0.009,reuse,high_reliability_critical,reuse
CHIP_00698,0.003,reuse,power_efficient_device,reuse
CHIP_00699,0.007,reuse,power_efficient_device,reuse
CHIP_00700,0.012,reuse,high_frequency_computing,reuse
CHIP_00701,0.744,reject,physical_damage,reject
CHIP_00702,0.003,reuse,power_efficient_device,reuse
CHIP_00703,0.004,reuse,consumer_electronics,reuse
CHIP_00704,0.019,reuse,high_frequency_computing,reuse
CHIP_00705,0.005,reuse,power_efficient_device,reuse
CHIP_00706,0.013,reuse,power_efficient_device,reuse
CHIP_00707,0.003,reuse,power_efficient_device,reuse
CHIP_00708,0.028,reuse,consumer_electronics,reuse
CHIP_00709,0.041,reuse,power_efficient_device,reuse
CHIP_00710,0.005,reuse,high_reliability_critical,reuse
CHIP_00711,0.013,reuse,high_frequency_computing,reuse
CHIP_00712,0.009,reuse,power_efficient_device,reuse
CHIP_00713,0.003,reuse,power_efficient_device,reuse
CHIP_00714,0.006,reuse,high_reliability_critical,reuse
CHIP_00715,0.006,reuse,power_efficient_device,reuse
CHIP_00716,0.005,reuse,power_efficient_device,reuse
CHIP_00717,0.008,reuse,high_frequency_computing,reuse
CHIP_00718,0.003,reuse,high_frequency_computing,reuse
CHIP_00719,0.003,reuse,power_efficient_device,reuse
CHIP_00720,0.021,reuse,consumer_electronics,reuse
CHIP_00721,0.02,reuse,high_frequency_computing,reuse
CHIP_00722,0.007,reuse,power_efficient_device,reuse
CHIP_00723,0.008,reuse,power_efficient_device,reuse
CHIP_00724,0.009,reuse,power_efficient_device,repair
CHIP_00725,0.012,reuse,high_frequency_computing,reuse
CHIP_00726,0.005,reuse,power_efficient_device,reuse
CHIP_00727,0.015,reuse,high_frequency_computing,reuse
CHIP_00728,0.004,reuse,power_efficient_device,reuse
CHIP_00729,0.004,reuse,power_efficient_device,reuse
CHIP_00730,0.006,reuse,high_frequency_computing,reuse
CHIP_00731,0.008,reuse,high_frequency_computing,reuse
CHIP_00732,0.004,reuse,power_efficient_device,reuse
CHIP_00733,0.005,reuse,high_reliability_critical,reuse
CHIP_00734,0.003,reuse,high_frequency_computing,reuse
CHIP_00735,0.003,reuse,high_reliability_critical,reuse
CHIP_00736,0.021,reuse,high_frequency_computing,reuse
CHIP_00737,0.033,reuse,high_frequency_computing,reuse
CHIP_00738,0.01,reuse,power_efficient_device,reuse
CHIP_00739,0.014,reuse,high_reliability_critical,reuse
CHIP_00740,0.014,reuse,high_frequency_computing,reuse
CHIP_00741,0.014,reuse,high_frequency_computing,reuse
CHIP_00742,0.025,reuse,power_efficient_device,reuse
CHIP_00743,0.005,reuse,power_efficient_device,reuse
CHIP_00744,0.002,reuse,consumer_electronics,reuse
CHIP_00745,0.026,reuse,high_frequency_computing,reuse
CHIP_00746,0.026,reuse,high_frequency_computing,reuse
CHIP_00747,0.02,reuse,high_frequency_computing,reuse
CHIP_00748,0.005,reuse,power_efficient_device,reuse
CHIP_00749,0.005,reuse,power_efficient_device,reuse
CHIP_00750,0.005,reuse,power_efficient_device,reuse
CHIP_00751,0.012,reuse,high_reliability_critical,reuse
CHIP_00752,0.004,reuse,high_reliability_critical,reuse
CHIP_00753,0.649,repair,thermal_accumulation,repair
CHIP_00754,0.289,reuse,high_frequency_computing,reuse
CHIP_00755,0.015,reuse,high_frequency_computing,reuse
CHIP_00756,0.006,reuse,power_efficient_device,reuse
CHIP_00757,0.023,reuse,high_frequency_computing,reuse
CHIP_00758,0.022,reuse,consumer_electronics,reuse
CHIP_00759,0.008,reuse,power_efficient_device,reuse
CHIP_00760,0.058,reuse,high_frequency_computing,repair
CHIP_00761,0.862,repair,multi_param_combined,repair
CHIP_00762,0.008,reuse,high_frequency_computing,reuse
CHIP_00763,0.014,reuse,consumer_electronics,repair
CHIP_00764,0.003,reuse,consumer_electronics,reuse
CHIP_00765,0.003,reuse,power_efficient_device,reuse
CHIP_00766,0.003,reuse,power_efficient_device,reuse
CHIP_00767,0.006,reuse,high_reliability_critical,reuse
CHIP_00768,0.005,reuse,high_reliability_critical,reuse
CHIP_00769,0.048,reuse,high_frequency_computing,reuse
CHIP_00770,0.013,reuse,consumer_electronics,reuse
CHIP_00771,0.018,reuse,high_frequency_computing,reuse
CHIP_00772,0.003,reuse,power_efficient_device,reuse
CHIP_00773,0.013,reuse,high_frequency_computing,reuse
CHIP_00774,0.013,reuse,high_frequency_computing,reuse
CHIP_00775,0.404,repair,multi_param_combined,reuse
CHIP_00776,0.006,reuse,power_efficient_device,reuse
CHIP_00777,0.014,reuse,consumer_electronics,reuse
CHIP_00778,0.014,reuse,power_efficient_device,reuse
CHIP_00779,0.004,reuse,power_efficient_device,reuse
CHIP_00780,0.004,reuse,high_reliability_critical,reuse
CHIP_00781,0.007,reuse,power_efficient_device,reuse
CHIP_00782,0.045,reuse,high_frequency_computing,repair
CHIP_00783,0.018,reuse,high_frequency_computing,reuse
CHIP_00784,0.004,reuse,high_reliability_critical,reuse
CHIP_00785,0.007,reuse,high_frequency_computing,reuse
CHIP_00786,0.004,reuse,high_frequency_computing,reuse
CHIP_00787,0.004,reuse,high_reliability_critical,reuse
CHIP_00788,0.004,reuse,high_reliability_critical,reuse
CHIP_00789,0.007,reuse,high_frequency_computing,reuse
CHIP_00790,0.006,reuse,high_reliability_critical,reuse
CHIP_00791,0.004,reuse,power_efficient_device,reuse
CHIP_00792,0.018,reuse,consumer_electronics,reuse
CHIP_00793,0.01,reuse,consumer_electronics,reuse
CHIP_00794,0.004,reuse,power_efficient_device,reuse
CHIP_00795,0.006,reuse,power_efficient_device,reuse
CHIP_00796,0.017,reuse,high_frequency_computing,reuse
CHIP_00797,0.01,reuse,power_efficient_device,reuse
CHIP_00798,0.013,reuse,high_frequency_computing,reuse
CHIP_00799,0.007,reuse,consumer_electronics,reuse
CHIP_00800,0.003,reuse,high_reliability_critical,reuse
CHIP_00801,0.008,reuse,power_efficient_device,reuse
CHIP_00802,0.007,reuse,high_reliability_critical,reuse
CHIP_00803,0.004,reuse,high_reliability_critical,reuse
CHIP_00804,0.025,reuse,high_frequency_computing,reuse
CHIP_00805,0.03,reuse,high_frequency_computing,reuse
CHIP_00806,0.008,reuse,high_reliability_critical,reuse
CHIP_00807,0.014,reuse,consumer_electronics,repair
CHIP_00808,0.003,reuse,power_efficient_device,reuse
CHIP_00809,0.004,reuse,high_reliability_critical,reuse
CHIP_00810,0.005,reuse,consumer_electronics,reuse
CHIP_00811,0.013,reuse,high_reliability_critical,reuse
CHIP_00812,0.007,reuse,high_reliability_critical,reuse
CHIP_00813,0.003,reuse,power_efficient_device,reuse
CHIP_00814,0.004,reuse,high_reliability_critical,reuse
CHIP_00815,0.005,reuse,high_frequency_computing,reuse
CHIP_00816,0.006,reuse,power_efficient_device,reuse
CHIP_00817,0.004,reuse,power_efficient_device,reuse
CHIP_00818,0.017,reuse,high_frequency_computing,reuse
CHIP_00819,0.013,reuse,power_efficient_device,reuse
CHIP_00820,0.981,reject,physical_damage,repair
CHIP_00821,0.021,reuse,high_frequency_computing,reuse
CHIP_00822,0.004,reuse,high_reliability_critical,reuse
CHIP_00823,0.017,reuse,power_efficient_device,reuse
CHIP_00824,0.011,reuse,power_efficient_device,reuse
CHIP_00825,0.003,reuse,power_efficient_device,reuse
CHIP_00826,0.004,reuse,high_frequency_computing,reuse
CHIP_00827,0.013,reuse,consumer_electronics,reuse
CHIP_00828,0.017,reuse,high_frequency_computing,reuse
CHIP_00829,0.019,reuse,power_efficient_device,reuse
CHIP_00830,0.023,reuse,consumer_electronics,repair
CHIP_00831,0.061,reuse,high_frequency_computing,reuse
CHIP_00832,0.004,reuse,high_reliability_critical,reuse
CHIP_00833,0.003,reuse,power_efficient_device,reuse
CHIP_00834,0.006,reuse,power_efficient_device,reuse
CHIP_00835,0.006,reuse,power_efficient_device,reuse
CHIP_00836,0.002,reuse,high_reliability_critical,reuse
CHIP_00837,0.01,reuse,high_frequency_computing,reuse
CHIP_00838,0.028,reuse,high_frequency_computing,reuse
CHIP_00839,0.005,reuse,high_reliability_critical,reuse
CHIP_00840,0.069,reuse,high_frequency_computing,reuse
CHIP_00841,0.991,reject,physical_damage,reject
CHIP_00842,0.015,reuse,high_frequency_computing,reuse
CHIP_00843,0.005,reuse,high_frequency_computing,reuse
CHIP_00844,0.004,reuse,high_reliability_critical,reuse
CHIP_00845,0.005,reuse,consumer_electronics,reuse
CHIP_00846,0.023,reuse,high_frequency_computing,reuse
CHIP_00847,0.013,reuse,high_frequency_computing,reuse
CHIP_00848,0.004,reuse,high_reliability_critical,reuse
CHIP_00849,0.053,reuse,consumer_electronics,reuse
CHIP_00850,0.002,reuse,power_efficient_device,reuse
CHIP_00851,0.005,reuse,high_reliability_critical,reuse
CHIP_00852,0.016,reuse,high_frequency_computing,reuse
CHIP_00853,0.008,reuse,power_efficient_device,reuse
CHIP_00854,0.003,reuse,consumer_electronics,reuse
CHIP_00855,0.004,reuse,high_reliability_critical,reuse
CHIP_00856,0.618,repair,multi_param_combined,repair
CHIP_00857,0.023,reuse,high_reliability_critical,reuse
CHIP_00858,0.004,reuse,power_efficient_device,reuse
CHIP_00859,0.013,reuse,high_frequency_computing,reuse
CHIP_00860,0.004,reuse,power_efficient_device,reuse
CHIP_00861,0.006,reuse,power_efficient_device,reuse
CHIP_00862,0.003,reuse,power_efficient_device,reuse
CHIP_00863,0.011,reuse,power_efficient_device,reuse
CHIP_00864,0.004,reuse,high_reliability_critical,reuse
CHIP_00865,0.01,reuse,high_frequency_computing,reuse
CHIP_00866,0.008,reuse,power_efficient_device,reuse
CHIP_00867,0.007,reuse,high_reliability_critical,reuse
CHIP_00868,0.801,reject,physical_damage,reject
CHIP_00869,0.004,reuse,power_efficient_device,reuse
CHIP_00870,0.004,reuse,high_frequency_computing,reuse
CHIP_00871,0.009,reuse,power_efficient_device,reuse
CHIP_00872,0.017,reuse,high_reliability_critical,reuse
CHIP_00873,0.005,reuse,high_reliability_critical,reuse
CHIP_00874,0.066,reuse,power_efficient_device,reuse
CHIP_00875,0.007,reuse,power_efficient_device,reuse
CHIP_00876,0.006,reuse,power_efficient_device,reuse
CHIP_00877,0.002,reuse,high_frequency_computing,reuse
CHIP_00878,0.003,reuse,power_efficient_device,reuse
CHIP_00879,0.005,reuse,high_reliability_critical,reuse
CHIP_00880,0.031,reuse,high_reliability_critical,reuse
CHIP_00881,0.164,reuse,high_frequency_computing,reuse
CHIP_00882,0.032,reuse,power_efficient_device,reuse
CHIP_00883,0.013,reuse,high_reliability_critical,reuse
CHIP_00884,0.004,reuse,high_reliability_critical,reuse
CHIP_00885,0.003,reuse,high_frequency_computing,reuse
CHIP_00886,0.093,reuse,high_frequency_computing,repair
CHIP_00887,0.005,reuse,power_efficient_device,reuse
CHIP_00888,0.039,reuse,high_reliability_critical,reuse
CHIP_00889,0.011,reuse,power_efficient_device,reuse
CHIP_00890,0.003,reuse,power_efficient_device,reuse
CHIP_00891,0.01,reuse,power_efficient_device,reuse
CHIP_00892,0.005,reuse,power_efficient_device,reuse
CHIP_00893,0.004,reuse,high_reliability_critical,reuse
CHIP_00894,0.003,reuse,high_reliability_critical,reuse
CHIP_00895,0.012,reuse,high_frequency_computing,reuse
CHIP_00896,0.004,reuse,high_reliability_critical,reuse
CHIP_00897,0.004,reuse,high_reliability_critical,reuse
CHIP_00898,0.014,reuse,high_reliability_critical,reuse
CHIP_00899,0.02,reuse,high_reliability_critical,reuse
CHIP_00900,0.004,reuse,high_reliability_critical,reuse
CHIP_00901,0.007,reuse,consumer_electronics,reuse
CHIP_00902,0.003,reuse,power_efficient_device,reuse
CHIP_00903,0.019,reuse,high_frequency_computing,reuse
CHIP_00904,0.003,reuse,power_efficient_device,reuse
CHIP_00905,0.012,reuse,high_frequency_computing,repair
CHIP_00906,0.004,reuse,high_reliability_critical,reuse
CHIP_00907,0.006,reuse,high_reliability_critical,reuse
CHIP_00908,0.004,reuse,consumer_electronics,reuse
CHIP_00909,0.008,reuse,high_reliability_critical,reuse
CHIP_00910,0.004,reuse,power_efficient_device,reuse
CHIP_00911,0.011,reuse,high_frequency_computing,reuse
CHIP_00912,0.018,reuse,power_efficient_device,reuse
CHIP_00913,0.004,reuse,high_reliability_critical,reuse
CHIP_00914,0.026,reuse,high_frequency_computing,reuse
CHIP_00915,0.013,reuse,high_frequency_computing,reuse
CHIP_00916,0.023,reuse,high_frequency_computing,reuse
CHIP_00917,0.062,reuse,high_frequency_computing,reuse
CHIP_00918,0.012,reuse,consumer_electronics,reuse
CHIP_00919,0.007,reuse,high_reliability_critical,reuse
CHIP_00920,0.005,reuse,power_efficient_device,reuse
CHIP_00921,0.004,reuse,power_efficient_device,reuse
CHIP_00922,0.003,reuse,power_efficient_device,reuse
CHIP_00923,0.007,reuse,consumer_electronics,reuse
CHIP_00924,0.005,reuse,consumer_electronics,reuse
CHIP_00925,0.024,reuse,high_frequency_computing,reuse
CHIP_00926,0.007,reuse,high_reliability_critical,reuse
CHIP_00927,0.004,reuse,consumer_electronics,reuse
CHIP_00928,0.008,reuse,power_efficient_device,reuse
CHIP_00929,0.818,repair,thermal_accumulation,repair
CHIP_00930,0.018,reuse,high_reliability_critical,reuse
CHIP_00931,0.011,reuse,high_frequency_computing,repair
CHIP_00932,0.013,reuse,high_frequency_computing,reuse
CHIP_00933,0.014,reuse,high_frequency_computing,reuse
CHIP_00934,0.427,repair,multi_param_combined,reuse
CHIP_00935,0.011,reuse,high_reliability_critical,reuse
CHIP_00936,0.003,reuse,power_efficient_device,reuse
CHIP_00937,0.004,reuse,power_efficient_device,reuse
CHIP_00938,0.029,reuse,high_frequency_computing,reuse
CHIP_00939,0.009,reuse,high_frequency_computing,reuse
CHIP_00940,0.005,reuse,power_efficient_device,reuse
CHIP_00941,0.023,reuse,high_frequency_computing,reuse
CHIP_00942,0.866,repair,thermal_accumulation,repair
CHIP_00943,0.481,repair,multi_param_combined,reuse
CHIP_00944,0.005,reuse,power_efficient_device,reuse
CHIP_00945,0.01,reuse,power_efficient_device,reuse
CHIP_00946,0.003,reuse,high_frequency_computing,reuse
CHIP_00947,0.014,reuse,power_efficient_device,reuse
CHIP_00948,0.026,reuse,high_frequency_computing,reuse
CHIP_00949,0.089,reuse,high_reliability_critical,reuse
CHIP_00950,0.009,reuse,power_efficient_device,reuse
CHIP_00951,0.009,reuse,power_efficient_device,reuse
CHIP_00952,0.198,reuse,consumer_electronics,repair
CHIP_00953,0.002,reuse,power_efficient_device,reuse
CHIP_00954,0.004,reuse,power_efficient_device,reuse
CHIP_00955,0.01,reuse,high_frequency_computing,reuse
CHIP_00956,0.004,reuse,power_efficient_device,reuse
CHIP_00957,0.016,reuse,high_frequency_computing,reuse
CHIP_00958,0.006,reuse,consumer_electronics,reuse
CHIP_00959,0.019,reuse,high_frequency_computing,reuse
CHIP_00960,0.045,reuse,high_frequency_computing,reuse
CHIP_00961,0.003,reuse,power_efficient_device,reuse
CHIP_00962,0.007,reuse,high_reliability_critical,reuse
CHIP_00963,0.005,reuse,high_reliability_critical,reuse
CHIP_00964,0.669,reject,physical_damage,reject
CHIP_00965,0.628,repair,noise_margin_insufficient,repair
CHIP_00966,0.006,reuse,high_reliability_critical,reuse
CHIP_00967,0.018,reuse,power_efficient_device,reuse
CHIP_00968,0.012,reuse,consumer_electronics,reuse
CHIP_00969,0.023,reuse,high_frequency_computing,repair
CHIP_00970,0.024,reuse,power_efficient_device,reuse
CHIP_00971,0.004,reuse,high_reliability_critical,reuse
CHIP_00972,0.003,reuse,high_reliability_critical,reuse
CHIP_00973,0.928,repair,thermal_accumulation,repair
CHIP_00974,0.006,reuse,power_efficient_device,reuse
CHIP_00975,0.004,reuse,power_efficient_device,reuse
CHIP_00976,0.016,reuse,high_frequency_computing,reuse
CHIP_00977,0.984,reject,physical_damage,reject
CHIP_00978,0.005,reuse,power_efficient_device,reuse
CHIP_00979,0.024,reuse,high_frequency_computing,reuse
CHIP_00980,0.007,reuse,high_reliability_critical,reuse
CHIP_00981,0.039,reuse,power_efficient_device,reuse
CHIP_00982,0.005,reuse,high_reliability_critical,reuse
CHIP_00983,0.06,reuse,consumer_electronics,reuse
