head,relation,tail
CHIP_00257,EXHIBITS,FM::normal
CHIP_00257,UNDERGOES_TEST,TS::Appearance
CHIP_00257,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00257,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00257,UNDERGOES_TEST,TS::Functional
CHIP_00257,UNDERGOES_TEST,TS::Aging
CHIP_00258,OF_MODEL,MODEL::MODEL_B
CHIP_00258,EXHIBITS,FM::normal
CHIP_00258,UNDERGOES_TEST,TS::Appearance
CHIP_00258,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00258,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00258,UNDERGOES_TEST,TS::Functional
CHIP_00258,UNDERGOES_TEST,TS::Aging
CHIP_00259,OF_MODEL,MODEL::MODEL_B
CHIP_00259,EXHIBITS,FM::normal
CHIP_00259,UNDERGOES_TEST,TS::Appearance
CHIP_00259,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00259,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00259,UNDERGOES_TEST,TS::Functional
CHIP_00259,UNDERGOES_TEST,TS::Aging
CHIP_00260,OF_MODEL,MODEL::MODEL_A
CHIP_00260,EXHIBITS,FM::normal
CHIP_00260,UNDERGOES_TEST,TS::Appearance
CHIP_00260,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00260,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00260,UNDERGOES_TEST,TS::Functional
CHIP_00260,UNDERGOES_TEST,TS::Aging
CHIP_00261,OF_MODEL,MODEL::MODEL_B
CHIP_00261,EXHIBITS,FM::normal
CHIP_00261,UNDERGOES_TEST,TS::Appearance
CHIP_00261,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00261,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00261,UNDERGOES_TEST,TS::Functional
CHIP_00261,UNDERGOES_TEST,TS::Aging
CHIP_00262,OF_MODEL,MODEL::MODEL_C
CHIP_00262,EXHIBITS,FM::normal
CHIP_00262,UNDERGOES_TEST,TS::Appearance
CHIP_00262,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00262,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00262,UNDERGOES_TEST,TS::Functional
CHIP_00262,UNDERGOES_TEST,TS::Aging
CHIP_00263,OF_MODEL,MODEL::MODEL_C
CHIP_00263,EXHIBITS,FM::noise_margin_insufficient
CHIP_00263,UNDERGOES_TEST,TS::Appearance
CHIP_00263,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00263,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00263,UNDERGOES_TEST,TS::Functional
CHIP_00263,UNDERGOES_TEST,TS::Aging
CHIP_00264,OF_MODEL,MODEL::MODEL_B
CHIP_00264,EXHIBITS,FM::normal
CHIP_00264,UNDERGOES_TEST,TS::Appearance
CHIP_00264,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00264,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00264,UNDERGOES_TEST,TS::Functional
CHIP_00264,UNDERGOES_TEST,TS::Aging
CHIP_00265,OF_MODEL,MODEL::MODEL_B
CHIP_00265,EXHIBITS,FM::normal
CHIP_00265,UNDERGOES_TEST,TS::Appearance
CHIP_00265,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00265,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00265,UNDERGOES_TEST,TS::Functional
CHIP_00265,UNDERGOES_TEST,TS::Aging
CHIP_00266,OF_MODEL,MODEL::MODEL_A
CHIP_00266,EXHIBITS,FM::normal
CHIP_00266,UNDERGOES_TEST,TS::Appearance
CHIP_00266,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00266,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00266,UNDERGOES_TEST,TS::Functional
CHIP_00266,UNDERGOES_TEST,TS::Aging
CHIP_00267,OF_MODEL,MODEL::MODEL_B
CHIP_00267,EXHIBITS,FM::normal
CHIP_00267,UNDERGOES_TEST,TS::Appearance
CHIP_00267,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00267,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00267,UNDERGOES_TEST,TS::Functional
CHIP_00267,UNDERGOES_TEST,TS::Aging
CHIP_00268,OF_MODEL,MODEL::MODEL_A
CHIP_00268,EXHIBITS,FM::normal
CHIP_00268,UNDERGOES_TEST,TS::Appearance
CHIP_00268,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00268,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00268,UNDERGOES_TEST,TS::Functional
CHIP_00268,UNDERGOES_TEST,TS::Aging
CHIP_00269,OF_MODEL,MODEL::MODEL_A
CHIP_00269,EXHIBITS,FM::normal
CHIP_00269,UNDERGOES_TEST,TS::Appearance
CHIP_00269,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00269,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00269,UNDERGOES_TEST,TS::Functional
CHIP_00269,UNDERGOES_TEST,TS::Aging
CHIP_00270,OF_MODEL,MODEL::MODEL_C
CHIP_00270,EXHIBITS,FM::thermal_accumulation
CHIP_00270,UNDERGOES_TEST,TS::Appearance
CHIP_00270,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00270,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00270,UNDERGOES_TEST,TS::Functional
CHIP_00270,UNDERGOES_TEST,TS::Aging
CHIP_00271,OF_MODEL,MODEL::MODEL_C
CHIP_00271,EXHIBITS,FM::normal
CHIP_00271,UNDERGOES_TEST,TS::Appearance
CHIP_00271,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00271,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00271,UNDERGOES_TEST,TS::Functional
CHIP_00271,UNDERGOES_TEST,TS::Aging
CHIP_00272,OF_MODEL,MODEL::MODEL_C
CHIP_00272,EXHIBITS,FM::normal
CHIP_00272,UNDERGOES_TEST,TS::Appearance
CHIP_00272,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00272,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00272,UNDERGOES_TEST,TS::Functional
CHIP_00272,UNDERGOES_TEST,TS::Aging
CHIP_00273,OF_MODEL,MODEL::MODEL_C
CHIP_00273,EXHIBITS,FM::multi_param_combined
CHIP_00273,UNDERGOES_TEST,TS::Appearance
CHIP_00273,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00273,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00273,UNDERGOES_TEST,TS::Functional
CHIP_00273,UNDERGOES_TEST,TS::Aging
CHIP_00274,OF_MODEL,MODEL::MODEL_B
CHIP_00274,EXHIBITS,FM::normal
CHIP_00274,UNDERGOES_TEST,TS::Appearance
CHIP_00274,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00274,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00274,UNDERGOES_TEST,TS::Functional
CHIP_00274,UNDERGOES_TEST,TS::Aging
CHIP_00275,OF_MODEL,MODEL::MODEL_C
CHIP_00275,EXHIBITS,FM::noise_margin_insufficient
CHIP_00275,UNDERGOES_TEST,TS::Appearance
CHIP_00275,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00275,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00275,UNDERGOES_TEST,TS::Functional
CHIP_00275,UNDERGOES_TEST,TS::Aging
CHIP_00276,OF_MODEL,MODEL::MODEL_B
CHIP_00276,EXHIBITS,FM::multi_param_combined
CHIP_00276,UNDERGOES_TEST,TS::Appearance
CHIP_00276,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00276,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00276,UNDERGOES_TEST,TS::Functional
CHIP_00276,UNDERGOES_TEST,TS::Aging
CHIP_00277,OF_MODEL,MODEL::MODEL_C
CHIP_00277,EXHIBITS,FM::normal
CHIP_00277,UNDERGOES_TEST,TS::Appearance
CHIP_00277,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00277,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00277,UNDERGOES_TEST,TS::Functional
CHIP_00277,UNDERGOES_TEST,TS::Aging
CHIP_00278,OF_MODEL,MODEL::MODEL_B
CHIP_00278,EXHIBITS,FM::normal
CHIP_00278,UNDERGOES_TEST,TS::Appearance
CHIP_00278,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00278,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00278,UNDERGOES_TEST,TS::Functional
CHIP_00278,UNDERGOES_TEST,TS::Aging
CHIP_00279,OF_MODEL,MODEL::MODEL_A
CHIP_00279,EXHIBITS,FM::normal
CHIP_00279,UNDERGOES_TEST,TS::Appearance
CHIP_00279,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00279,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00279,UNDERGOES_TEST,TS::Functional
CHIP_00279,UNDERGOES_TEST,TS::Aging
CHIP_00280,OF_MODEL,MODEL::MODEL_B
CHIP_00280,EXHIBITS,FM::normal
CHIP_00280,UNDERGOES_TEST,TS::Appearance
CHIP_00280,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00280,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00280,UNDERGOES_TEST,TS::Functional
CHIP_00280,UNDERGOES_TEST,TS::Aging
CHIP_00281,OF_MODEL,MODEL::MODEL_B
CHIP_00281,EXHIBITS,FM::normal
CHIP_00281,UNDERGOES_TEST,TS::Appearance
CHIP_00281,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00281,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00281,UNDERGOES_TEST,TS::Functional
CHIP_00281,UNDERGOES_TEST,TS::Aging
CHIP_00282,OF_MODEL,MODEL::MODEL_C
CHIP_00282,EXHIBITS,FM::normal
CHIP_00282,UNDERGOES_TEST,TS::Appearance
CHIP_00282,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00282,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00282,UNDERGOES_TEST,TS::Functional
CHIP_00282,UNDERGOES_TEST,TS::Aging
CHIP_00283,OF_MODEL,MODEL::MODEL_B
CHIP_00283,EXHIBITS,FM::normal
CHIP_00283,UNDERGOES_TEST,TS::Appearance
CHIP_00283,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00283,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00283,UNDERGOES_TEST,TS::Functional
CHIP_00283,UNDERGOES_TEST,TS::Aging
CHIP_00284,OF_MODEL,MODEL::MODEL_A
CHIP_00284,EXHIBITS,FM::normal
CHIP_00284,UNDERGOES_TEST,TS::Appearance
CHIP_00284,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00284,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00284,UNDERGOES_TEST,TS::Functional
CHIP_00284,UNDERGOES_TEST,TS::Aging
CHIP_00285,OF_MODEL,MODEL::MODEL_A
CHIP_00285,EXHIBITS,FM::normal
CHIP_00285,UNDERGOES_TEST,TS::Appearance
CHIP_00285,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00285,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00285,UNDERGOES_TEST,TS::Functional
CHIP_00285,UNDERGOES_TEST,TS::Aging
CHIP_00286,OF_MODEL,MODEL::MODEL_C
CHIP_00286,EXHIBITS,FM::normal
CHIP_00286,UNDERGOES_TEST,TS::Appearance
CHIP_00286,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00286,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00286,UNDERGOES_TEST,TS::Functional
CHIP_00286,UNDERGOES_TEST,TS::Aging
CHIP_00287,OF_MODEL,MODEL::MODEL_A
CHIP_00287,EXHIBITS,FM::normal
CHIP_00287,UNDERGOES_TEST,TS::Appearance
CHIP_00287,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00287,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00287,UNDERGOES_TEST,TS::Functional
CHIP_00287,UNDERGOES_TEST,TS::Aging
CHIP_00288,OF_MODEL,MODEL::MODEL_B
CHIP_00288,EXHIBITS,FM::noise_margin_insufficient
CHIP_00288,UNDERGOES_TEST,TS::Appearance
CHIP_00288,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00288,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00288,UNDERGOES_TEST,TS::Functional
CHIP_00288,UNDERGOES_TEST,TS::Aging
CHIP_00289,OF_MODEL,MODEL::MODEL_A
CHIP_00289,EXHIBITS,FM::normal
CHIP_00289,UNDERGOES_TEST,TS::Appearance
CHIP_00289,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00289,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00289,UNDERGOES_TEST,TS::Functional
CHIP_00289,UNDERGOES_TEST,TS::Aging
CHIP_00290,OF_MODEL,MODEL::MODEL_C
CHIP_00290,EXHIBITS,FM::noise_margin_insufficient
CHIP_00290,UNDERGOES_TEST,TS::Appearance
CHIP_00290,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00290,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00290,UNDERGOES_TEST,TS::Functional
CHIP_00290,UNDERGOES_TEST,TS::Aging
CHIP_00291,OF_MODEL,MODEL::MODEL_B
CHIP_00291,EXHIBITS,FM::normal
CHIP_00291,UNDERGOES_TEST,TS::Appearance
CHIP_00291,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00291,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00291,UNDERGOES_TEST,TS::Functional
CHIP_00291,UNDERGOES_TEST,TS::Aging
CHIP_00292,OF_MODEL,MODEL::MODEL_C
CHIP_00292,EXHIBITS,FM::noise_margin_insufficient
CHIP_00292,UNDERGOES_TEST,TS::Appearance
CHIP_00292,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00292,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00292,UNDERGOES_TEST,TS::Functional
CHIP_00292,UNDERGOES_TEST,TS::Aging
CHIP_00293,OF_MODEL,MODEL::MODEL_B
CHIP_00293,EXHIBITS,FM::normal
CHIP_00293,UNDERGOES_TEST,TS::Appearance
CHIP_00293,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00293,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00293,UNDERGOES_TEST,TS::Functional
CHIP_00293,UNDERGOES_TEST,TS::Aging
CHIP_00294,OF_MODEL,MODEL::MODEL_A
CHIP_00294,EXHIBITS,FM::normal
CHIP_00294,UNDERGOES_TEST,TS::Appearance
CHIP_00294,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00294,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00294,UNDERGOES_TEST,TS::Functional
CHIP_00294,UNDERGOES_TEST,TS::Aging
CHIP_00295,OF_MODEL,MODEL::MODEL_C
CHIP_00295,EXHIBITS,FM::normal
CHIP_00295,UNDERGOES_TEST,TS::Appearance
CHIP_00295,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00295,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00295,UNDERGOES_TEST,TS::Functional
CHIP_00295,UNDERGOES_TEST,TS::Aging
CHIP_00296,OF_MODEL,MODEL::MODEL_C
CHIP_00296,EXHIBITS,FM::multi_param_combined
CHIP_00296,UNDERGOES_TEST,TS::Appearance
CHIP_00296,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00296,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00296,UNDERGOES_TEST,TS::Functional
CHIP_00296,UNDERGOES_TEST,TS::Aging
CHIP_00297,OF_MODEL,MODEL::MODEL_B
CHIP_00297,EXHIBITS,FM::normal
CHIP_00297,UNDERGOES_TEST,TS::Appearance
CHIP_00297,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00297,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00297,UNDERGOES_TEST,TS::Functional
CHIP_00297,UNDERGOES_TEST,TS::Aging
CHIP_00298,OF_MODEL,MODEL::MODEL_C
CHIP_00298,EXHIBITS,FM::noise_margin_insufficient
CHIP_00298,UNDERGOES_TEST,TS::Appearance
CHIP_00298,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00298,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00298,UNDERGOES_TEST,TS::Functional
CHIP_00298,UNDERGOES_TEST,TS::Aging
CHIP_00299,OF_MODEL,MODEL::MODEL_B
CHIP_00299,EXHIBITS,FM::normal
CHIP_00299,UNDERGOES_TEST,TS::Appearance
CHIP_00299,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00299,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00299,UNDERGOES_TEST,TS::Functional
CHIP_00299,UNDERGOES_TEST,TS::Aging
CHIP_00300,OF_MODEL,MODEL::MODEL_B
CHIP_00300,EXHIBITS,FM::normal
CHIP_00300,UNDERGOES_TEST,TS::Appearance
CHIP_00300,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00300,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00300,UNDERGOES_TEST,TS::Functional
CHIP_00300,UNDERGOES_TEST,TS::Aging
CHIP_00301,OF_MODEL,MODEL::MODEL_B
CHIP_00301,EXHIBITS,FM::normal
CHIP_00301,UNDERGOES_TEST,TS::Appearance
CHIP_00301,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00301,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00301,UNDERGOES_TEST,TS::Functional
CHIP_00301,UNDERGOES_TEST,TS::Aging
CHIP_00302,OF_MODEL,MODEL::MODEL_B
CHIP_00302,EXHIBITS,FM::normal
CHIP_00302,UNDERGOES_TEST,TS::Appearance
CHIP_00302,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00302,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00302,UNDERGOES_TEST,TS::Functional
CHIP_00302,UNDERGOES_TEST,TS::Aging
CHIP_00303,OF_MODEL,MODEL::MODEL_A
CHIP_00303,EXHIBITS,FM::normal
CHIP_00303,UNDERGOES_TEST,TS::Appearance
CHIP_00303,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00303,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00303,UNDERGOES_TEST,TS::Functional
CHIP_00303,UNDERGOES_TEST,TS::Aging
CHIP_00304,OF_MODEL,MODEL::MODEL_B
CHIP_00304,EXHIBITS,FM::normal
CHIP_00304,UNDERGOES_TEST,TS::Appearance
CHIP_00304,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00304,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00304,UNDERGOES_TEST,TS::Functional
CHIP_00304,UNDERGOES_TEST,TS::Aging
CHIP_00305,OF_MODEL,MODEL::MODEL_C
CHIP_00305,EXHIBITS,FM::noise_margin_insufficient
CHIP_00305,UNDERGOES_TEST,TS::Appearance
CHIP_00305,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00305,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00305,UNDERGOES_TEST,TS::Functional
CHIP_00305,UNDERGOES_TEST,TS::Aging
CHIP_00306,OF_MODEL,MODEL::MODEL_A
CHIP_00306,EXHIBITS,FM::normal
CHIP_00306,UNDERGOES_TEST,TS::Appearance
CHIP_00306,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00306,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00306,UNDERGOES_TEST,TS::Functional
CHIP_00306,UNDERGOES_TEST,TS::Aging
CHIP_00307,OF_MODEL,MODEL::MODEL_C
CHIP_00307,EXHIBITS,FM::thermal_accumulation
CHIP_00307,UNDERGOES_TEST,TS::Appearance
CHIP_00307,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00307,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00307,UNDERGOES_TEST,TS::Functional
CHIP_00307,UNDERGOES_TEST,TS::Aging
CHIP_00308,OF_MODEL,MODEL::MODEL_A
CHIP_00308,EXHIBITS,FM::normal
CHIP_00308,UNDERGOES_TEST,TS::Appearance
CHIP_00308,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00308,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00308,UNDERGOES_TEST,TS::Functional
CHIP_00308,UNDERGOES_TEST,TS::Aging
CHIP_00309,OF_MODEL,MODEL::MODEL_B
CHIP_00309,EXHIBITS,FM::normal
CHIP_00309,UNDERGOES_TEST,TS::Appearance
CHIP_00309,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00309,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00309,UNDERGOES_TEST,TS::Functional
CHIP_00309,UNDERGOES_TEST,TS::Aging
CHIP_00310,OF_MODEL,MODEL::MODEL_A
CHIP_00310,EXHIBITS,FM::normal
CHIP_00310,UNDERGOES_TEST,TS::Appearance
CHIP_00310,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00310,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00310,UNDERGOES_TEST,TS::Functional
CHIP_00310,UNDERGOES_TEST,TS::Aging
CHIP_00311,OF_MODEL,MODEL::MODEL_A
CHIP_00311,EXHIBITS,FM::normal
CHIP_00311,UNDERGOES_TEST,TS::Appearance
CHIP_00311,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00311,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00311,UNDERGOES_TEST,TS::Functional
CHIP_00311,UNDERGOES_TEST,TS::Aging
CHIP_00312,OF_MODEL,MODEL::MODEL_C
CHIP_00312,EXHIBITS,FM::normal
CHIP_00312,UNDERGOES_TEST,TS::Appearance
CHIP_00312,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00312,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00312,UNDERGOES_TEST,TS::Functional
CHIP_00312,UNDERGOES_TEST,TS::Aging
CHIP_00313,OF_MODEL,MODEL::MODEL_C
CHIP_00313,EXHIBITS,FM::normal
CHIP_00313,UNDERGOES_TEST,TS::Appearance
CHIP_00313,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00313,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00313,UNDERGOES_TEST,TS::Functional
CHIP_00313,UNDERGOES_TEST,TS::Aging
CHIP_00314,OF_MODEL,MODEL::MODEL_B
CHIP_00314,EXHIBITS,FM::normal
CHIP_00314,UNDERGOES_TEST,TS::Appearance
CHIP_00314,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00314,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00314,UNDERGOES_TEST,TS::Functional
CHIP_00314,UNDERGOES_TEST,TS::Aging
CHIP_00315,OF_MODEL,MODEL::MODEL_A
CHIP_00315,EXHIBITS,FM::normal
CHIP_00315,UNDERGOES_TEST,TS::Appearance
CHIP_00315,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00315,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00315,UNDERGOES_TEST,TS::Functional
CHIP_00315,UNDERGOES_TEST,TS::Aging
CHIP_00316,OF_MODEL,MODEL::MODEL_A
CHIP_00316,EXHIBITS,FM::normal
CHIP_00316,UNDERGOES_TEST,TS::Appearance
CHIP_00316,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00316,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00316,UNDERGOES_TEST,TS::Functional
CHIP_00316,UNDERGOES_TEST,TS::Aging
CHIP_00317,OF_MODEL,MODEL::MODEL_A
CHIP_00317,EXHIBITS,FM::normal
CHIP_00317,UNDERGOES_TEST,TS::Appearance
CHIP_00317,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00317,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00317,UNDERGOES_TEST,TS::Functional
CHIP_00317,UNDERGOES_TEST,TS::Aging
CHIP_00318,OF_MODEL,MODEL::MODEL_B
CHIP_00318,EXHIBITS,FM::normal
CHIP_00318,UNDERGOES_TEST,TS::Appearance
CHIP_00318,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00318,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00318,UNDERGOES_TEST,TS::Functional
CHIP_00318,UNDERGOES_TEST,TS::Aging
CHIP_00319,OF_MODEL,MODEL::MODEL_B
CHIP_00319,EXHIBITS,FM::normal
CHIP_00319,UNDERGOES_TEST,TS::Appearance
CHIP_00319,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00319,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00319,UNDERGOES_TEST,TS::Functional
CHIP_00319,UNDERGOES_TEST,TS::Aging
CHIP_00320,OF_MODEL,MODEL::MODEL_B
CHIP_00320,EXHIBITS,FM::normal
CHIP_00320,UNDERGOES_TEST,TS::Appearance
CHIP_00320,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00320,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00320,UNDERGOES_TEST,TS::Functional
CHIP_00320,UNDERGOES_TEST,TS::Aging
CHIP_00321,OF_MODEL,MODEL::MODEL_B
CHIP_00321,EXHIBITS,FM::normal
CHIP_00321,UNDERGOES_TEST,TS::Appearance
CHIP_00321,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00321,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00321,UNDERGOES_TEST,TS::Functional
CHIP_00321,UNDERGOES_TEST,TS::Aging
CHIP_00322,OF_MODEL,MODEL::MODEL_B
CHIP_00322,EXHIBITS,FM::thermal_accumulation
CHIP_00322,UNDERGOES_TEST,TS::Appearance
CHIP_00322,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00322,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00322,UNDERGOES_TEST,TS::Functional
CHIP_00322,UNDERGOES_TEST,TS::Aging
CHIP_00323,OF_MODEL,MODEL::MODEL_C
CHIP_00323,EXHIBITS,FM::normal
CHIP_00323,UNDERGOES_TEST,TS::Appearance
CHIP_00323,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00323,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00323,UNDERGOES_TEST,TS::Functional
CHIP_00323,UNDERGOES_TEST,TS::Aging
CHIP_00324,OF_MODEL,MODEL::MODEL_A
CHIP_00324,EXHIBITS,FM::normal
CHIP_00324,UNDERGOES_TEST,TS::Appearance
CHIP_00324,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00324,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00324,UNDERGOES_TEST,TS::Functional
CHIP_00324,UNDERGOES_TEST,TS::Aging
CHIP_00325,OF_MODEL,MODEL::MODEL_A
CHIP_00325,EXHIBITS,FM::multi_param_combined
CHIP_00325,UNDERGOES_TEST,TS::Appearance
CHIP_00325,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00325,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00325,UNDERGOES_TEST,TS::Functional
CHIP_00325,UNDERGOES_TEST,TS::Aging
CHIP_00326,OF_MODEL,MODEL::MODEL_A
CHIP_00326,EXHIBITS,FM::normal
CHIP_00326,UNDERGOES_TEST,TS::Appearance
CHIP_00326,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00326,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00326,UNDERGOES_TEST,TS::Functional
CHIP_00326,UNDERGOES_TEST,TS::Aging
CHIP_00327,OF_MODEL,MODEL::MODEL_A
CHIP_00327,EXHIBITS,FM::noise_margin_insufficient
CHIP_00327,UNDERGOES_TEST,TS::Appearance
CHIP_00327,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00327,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00327,UNDERGOES_TEST,TS::Functional
CHIP_00327,UNDERGOES_TEST,TS::Aging
CHIP_00328,OF_MODEL,MODEL::MODEL_A
CHIP_00328,EXHIBITS,FM::normal
CHIP_00328,UNDERGOES_TEST,TS::Appearance
CHIP_00328,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00328,UNDERGOES_TEST,TS::AC_Electrical
